compartment,rmse,mape,direction_agreement
A,860.780971441872,2.2422767484534356,0.09259259259259259
D,19772.90358479496,2.628174660013497,0.018518518518518517
H_A,406.0453795533052,0.5089963035335854,0.3888888888888889
H_D,8086.060785533011,1.7066116570868464,0.09259259259259259
P_A,1738.3822790063577,0.3550152702272651,0.25925925925925924
P_D,12744.523442129095,0.37999812306172254,0.4444444444444444
