origin_group,year,from,to,count,stock,prob
Japanese,2010,H_D,P_D,1,8,0.13043478260869565
Japanese,2010,P_D,P_D,3,3,0.5384615384615384
Japanese,2011,D,D,5,7,0.5238095238095238
Japanese,2011,D,H_D,1,7,0.14285714285714285
Japanese,2011,H_A,H_A,1,1,0.3333333333333333
Japanese,2011,H_D,H_D,8,8,0.7391304347826086
Japanese,2011,P_D,P_D,4,4,0.6
Japanese,2012,D,D,4,5,0.5294117647058824
Japanese,2012,D,P_D,1,5,0.17647058823529413
Japanese,2012,H_A,H_A,1,1,0.3333333333333333
Japanese,2012,H_D,H_D,9,9,0.76
Japanese,2012,P_D,P_D,4,4,0.6
Japanese,2013,D,D,4,5,0.5294117647058824
Japanese,2013,D,H_D,1,5,0.17647058823529413
Japanese,2013,H_A,H_A,1,1,0.3333333333333333
Japanese,2013,H_D,H_D,9,9,0.76
Japanese,2013,P_D,P_D,4,5,0.5294117647058824
Japanese,2014,D,D,6,6,0.6842105263157895
Japanese,2014,H_A,H_A,1,1,0.3333333333333333
Japanese,2014,H_D,H_D,10,10,0.7777777777777778
Japanese,2014,P_D,P_D,4,4,0.6
Japanese,2015,D,D,5,6,0.5789473684210527
Japanese,2015,D,H_D,1,6,0.15789473684210525
Japanese,2015,H_A,H_A,1,1,0.3333333333333333
Japanese,2015,H_D,H_D,10,11,0.7241379310344828
Japanese,2015,H_D,P_D,1,11,0.10344827586206896
Japanese,2015,P_D,P_D,4,4,0.6
Japanese,2016,D,D,5,5,0.6470588235294118
Japanese,2016,H_A,H_A,1,1,0.3333333333333333
Japanese,2016,H_D,H_D,11,11,0.7931034482758621
Japanese,2016,P_D,P_D,6,6,0.6842105263157895
Japanese,2017,D,D,5,5,0.6470588235294118
Japanese,2017,H_A,H_A,1,1,0.3333333333333333
Japanese,2017,H_D,H_A,1,11,0.10344827586206896
Japanese,2017,H_D,H_D,9,11,0.6551724137931034
Japanese,2017,H_D,P_D,1,11,0.10344827586206896
Japanese,2017,P_D,P_D,6,6,0.6842105263157895
Japanese,2018,D,D,5,5,0.6470588235294118
Japanese,2018,H_A,H_A,2,2,0.45454545454545453
Japanese,2018,H_D,H_D,9,9,0.76
Japanese,2018,P_D,P_D,6,7,0.6190476190476191
Japanese,2019,D,D,4,5,0.5294117647058824
Japanese,2019,D,P_D,1,5,0.17647058823529413
Japanese,2019,H_A,H_A,2,2,0.45454545454545453
Japanese,2019,H_D,H_D,8,9,0.68
Japanese,2019,P_D,P_A,1,6,0.15789473684210525
Japanese,2019,P_D,P_D,5,6,0.5789473684210527
Japanese,2020,D,D,4,4,0.6
Japanese,2020,H_A,H_A,2,2,0.45454545454545453
Japanese,2020,H_D,H_D,8,8,0.7391304347826086
Japanese,2020,P_A,P_A,1,1,0.3333333333333333
Japanese,2020,P_D,P_D,6,6,0.6842105263157895
Japanese,2021,D,D,4,4,0.6
Japanese,2021,H_A,H_A,2,2,0.45454545454545453
Japanese,2021,H_D,H_D,7,8,0.6521739130434783
Japanese,2021,H_D,P_D,1,8,0.13043478260869565
Japanese,2021,P_A,P_A,1,1,0.3333333333333333
Japanese,2021,P_D,P_D,6,6,0.6842105263157895
Japanese,2022,D,D,3,4,0.4666666666666667
Japanese,2022,D,P_D,1,4,0.2
Japanese,2022,H_A,H_A,2,2,0.45454545454545453
Japanese,2022,H_D,H_D,7,7,0.7142857142857143
Japanese,2022,P_A,P_A,1,1,0.3333333333333333
Japanese,2022,P_D,P_D,7,7,0.7142857142857143
Other Civilizations,2000,H_D,H_D,1,1,0.3333333333333333
Other Civilizations,2001,D,D,1,1,0.3333333333333333
Other Civilizations,2001,H_D,H_D,1,1,0.3333333333333333
Other Civilizations,2002,D,D,2,3,0.38461538461538464
Other Civilizations,2002,D,H_D,1,3,0.23076923076923078
Other Civilizations,2002,H_D,H_D,1,1,0.3333333333333333
Other Civilizations,2003,D,D,2,2,0.45454545454545453
Other Civilizations,2003,H_D,H_D,3,3,0.5384615384615384
Other Civilizations,2004,D,D,4,4,0.6
Other Civilizations,2004,H_D,H_D,3,3,0.5384615384615384
Other Civilizations,2005,D,D,3,4,0.4666666666666667
Other Civilizations,2005,D,P_D,1,4,0.2
Other Civilizations,2005,H_D,H_D,3,3,0.5384615384615384
Other Civilizations,2006,D,D,4,4,0.6
Other Civilizations,2006,H_D,H_D,3,3,0.5384615384615384
Other Civilizations,2006,P_D,P_D,1,1,0.3333333333333333
Other Civilizations,2007,D,D,2,4,0.3333333333333333
Other Civilizations,2007,D,H_D,2,4,0.3333333333333333
Other Civilizations,2007,H_D,H_D,3,3,0.5384615384615384
Other Civilizations,2007,P_D,P_D,1,1,0.3333333333333333
Other Civilizations,2008,D,H_D,2,2,0.45454545454545453
Other Civilizations,2008,H_D,H_D,4,5,0.5294117647058824
Other Civilizations,2008,H_D,P_D,1,5,0.17647058823529413
Other Civilizations,2008,P_D,P_D,1,1,0.3333333333333333
Other Civilizations,2009,D,D,1,1,0.3333333333333333
Other Civilizations,2009,H_D,H_D,6,6,0.6842105263157895
Other Civilizations,2009,P_D,P_D,2,2,0.45454545454545453
Other Civilizations,2010,D,D,2,2,0.45454545454545453
Other Civilizations,2010,H_D,H_D,6,6,0.6842105263157895
Other Civilizations,2010,P_D,P_D,1,2,0.2727272727272727
Other Civilizations,2011,D,D,3,3,0.5384615384615384
Other Civilizations,2011,H_D,H_D,6,6,0.6842105263157895
Other Civilizations,2011,P_D,P_D,1,1,0.3333333333333333
Other Civilizations,2012,D,D,3,3,0.5384615384615384
Other Civilizations,2012,H_D,H_D,5,6,0.5789473684210527
Other Civilizations,2012,H_D,P_D,1,6,0.15789473684210525
Other Civilizations,2012,P_D,P_D,1,1,0.3333333333333333
Other Civilizations,2013,D,D,4,4,0.6
Other Civilizations,2013,H_D,H_D,5,5,0.6470588235294118
Other Civilizations,2013,P_D,P_D,2,2,0.45454545454545453
Other Civilizations,2014,D,D,4,7,0.42857142857142855
Other Civilizations,2014,D,H_D,2,7,0.23809523809523808
Other Civilizations,2014,D,P_D,1,7,0.14285714285714285
Other Civilizations,2014,H_A,H_A,1,1,0.3333333333333333
Other Civilizations,2014,H_D,H_D,6,6,0.6842105263157895
Other Civilizations,2014,P_D,P_D,2,2,0.45454545454545453
Other Civilizations,2015,D,D,6,6,0.6842105263157895
Other Civilizations,2015,H_A,H_D,1,1,0.3333333333333333
Other Civilizations,2015,H_D,H_A,1,9,0.12
Other Civilizations,2015,H_D,H_D,7,9,0.6
Other Civilizations,2015,H_D,P_D,1,9,0.12
Other Civilizations,2015,P_D,P_D,3,3,0.5384615384615384
Other Civilizations,2016,D,D,6,6,0.6842105263157895
Other Civilizations,2016,H_A,H_A,1,1,0.3333333333333333
Other Civilizations,2016,H_D,H_D,8,8,0.7391304347826086
Other Civilizations,2016,P_D,P_D,4,4,0.6
Other Civilizations,2017,D,D,6,6,0.6842105263157895
Other Civilizations,2017,H_A,H_A,1,1,0.3333333333333333
Other Civilizations,2017,H_D,H_D,8,8,0.7391304347826086
Other Civilizations,2017,P_D,P_D,4,4,0.6
Other Civilizations,2018,D,D,6,6,0.6842105263157895
Other Civilizations,2018,H_A,H_A,1,1,0.3333333333333333
Other Civilizations,2018,H_D,H_D,7,8,0.6521739130434783
Other Civilizations,2018,H_D,P_D,1,8,0.13043478260869565
Other Civilizations,2018,P_D,P_D,4,4,0.6
Other Civilizations,2019,D,D,5,6,0.5789473684210527
Other Civilizations,2019,D,H_D,1,6,0.15789473684210525
Other Civilizations,2019,H_A,H_A,1,1,0.3333333333333333
Other Civilizations,2019,H_D,H_D,7,7,0.7142857142857143
Other Civilizations,2019,P_D,P_D,5,5,0.6470588235294118
Other Civilizations,2020,D,D,5,5,0.6470588235294118
Other Civilizations,2020,H_A,H_A,1,1,0.3333333333333333
Other Civilizations,2020,H_D,H_D,8,8,0.7391304347826086
Other Civilizations,2020,P_D,P_D,5,5,0.6470588235294118
Other Civilizations,2021,D,D,5,5,0.6470588235294118
Other Civilizations,2021,H_A,H_A,1,1,0.3333333333333333
Other Civilizations,2021,H_D,H_D,8,8,0.7391304347826086
Other Civilizations,2021,P_D,P_D,5,5,0.6470588235294118
Other Civilizations,2022,D,D,4,5,0.5294117647058824
Other Civilizations,2022,D,P_D,1,5,0.17647058823529413
Other Civilizations,2022,H_A,H_A,1,1,0.3333333333333333
Other Civilizations,2022,H_D,H_D,7,8,0.6521739130434783
Other Civilizations,2022,H_D,P_D,1,8,0.13043478260869565
Other Civilizations,2022,P_D,P_D,5,5,0.6470588235294118
Other Western,2000,D,D,1,1,0.3333333333333333
Other Western,2001,D,D,2,3,0.38461538461538464
Other Western,2001,D,H_D,1,3,0.23076923076923078
Other Western,2002,D,D,2,2,0.45454545454545453
Other Western,2002,H_D,H_D,1,1,0.3333333333333333
Other Western,2003,D,D,2,2,0.45454545454545453
Other Western,2003,H_D,H_D,1,1,0.3333333333333333
Other Western,2004,D,D,2,3,0.38461538461538464
Other Western,2004,D,H_D,1,3,0.23076923076923078
Other Western,2004,H_D,H_D,2,2,0.45454545454545453
Other Western,2005,D,D,1,2,0.2727272727272727
Other Western,2005,D,H_D,1,2,0.2727272727272727
Other Western,2005,H_D,H_D,3,3,0.5384615384615384
Other Western,2006,D,D,2,3,0.38461538461538464
Other Western,2006,D,H_D,1,3,0.23076923076923078
Other Western,2006,H_D,H_D,4,4,0.6
Other Western,2007,D,D,2,2,0.45454545454545453
Other Western,2007,H_D,H_D,5,5,0.6470588235294118
Other Western,2008,D,D,1,2,0.2727272727272727
Other Western,2008,D,H_D,1,2,0.2727272727272727
Other Western,2008,H_D,H_D,5,5,0.6470588235294118
Other Western,2009,D,H_D,1,1,0.3333333333333333
Other Western,2009,H_D,H_D,6,6,0.6842105263157895
Other Western,2010,H_D,H_D,9,9,0.76
Other Western,2011,H_D,H_D,10,10,0.7777777777777778
Other Western,2012,H_D,H_D,11,11,0.7931034482758621
Other Western,2013,H_D,H_D,11,11,0.7931034482758621
Other Western,2014,D,D,2,2,0.45454545454545453
Other Western,2014,H_A,H_A,1,1,0.3333333333333333
Other Western,2014,H_D,H_D,11,11,0.7931034482758621
Other Western,2015,D,D,1,2,0.2727272727272727
Other Western,2015,D,H_D,1,2,0.2727272727272727
Other Western,2015,H_A,H_A,1,1,0.3333333333333333
Other Western,2015,H_D,H_D,11,11,0.7931034482758621
Other Western,2016,D,D,1,2,0.2727272727272727
Other Western,2016,D,H_D,1,2,0.2727272727272727
Other Western,2016,H_A,H_A,1,1,0.3333333333333333
Other Western,2016,H_D,H_D,12,12,0.8064516129032258
Other Western,2017,D,D,1,1,0.3333333333333333
Other Western,2017,H_A,H_A,1,1,0.3333333333333333
Other Western,2017,H_D,H_D,12,13,0.7575757575757576
Other Western,2017,H_D,P_D,1,13,0.09090909090909091
Other Western,2018,D,D,1,1,0.3333333333333333
Other Western,2018,H_A,H_D,1,1,0.3333333333333333
Other Western,2018,H_D,H_D,11,12,0.7419354838709677
Other Western,2018,H_D,P_D,1,12,0.0967741935483871
Other Western,2018,P_D,P_D,1,1,0.3333333333333333
Other Western,2019,D,D,1,1,0.3333333333333333
Other Western,2019,H_D,H_D,11,12,0.7419354838709677
Other Western,2019,H_D,P_D,1,12,0.0967741935483871
Other Western,2019,P_D,P_D,2,2,0.45454545454545453
Other Western,2020,D,D,1,1,0.3333333333333333
Other Western,2020,H_D,H_D,11,11,0.7931034482758621
Other Western,2020,P_D,P_D,3,3,0.5384615384615384
Other Western,2021,D,D,1,1,0.3333333333333333
Other Western,2021,H_D,H_D,10,11,0.7241379310344828
Other Western,2021,H_D,P_D,1,11,0.10344827586206896
Other Western,2021,P_D,P_D,3,3,0.5384615384615384
Other Western,2022,D,D,1,1,0.3333333333333333
Other Western,2022,H_D,H_D,9,10,0.7037037037037037
Other Western,2022,H_D,P_D,1,10,0.1111111111111111
Other Western,2022,P_D,P_D,4,4,0.6
Sinic,2000,A,A,1,1,0.3333333333333333
Sinic,2000,D,D,2,2,0.45454545454545453
Sinic,2001,A,A,1,1,0.3333333333333333
Sinic,2001,D,D,4,4,0.6
Sinic,2002,A,A,1,1,0.3333333333333333
Sinic,2002,D,D,4,5,0.5294117647058824
Sinic,2002,D,H_D,1,5,0.17647058823529413
Sinic,2003,A,A,1,1,0.3333333333333333
Sinic,2003,D,D,5,6,0.5789473684210527
Sinic,2003,D,H_D,1,6,0.15789473684210525
Sinic,2003,H_D,H_D,2,2,0.45454545454545453
Sinic,2004,A,A,2,2,0.45454545454545453
Sinic,2004,D,D,6,7,0.6190476190476191
Sinic,2004,D,H_D,1,7,0.14285714285714285
Sinic,2004,H_D,H_D,3,3,0.5384615384615384
Sinic,2005,A,A,2,2,0.45454545454545453
Sinic,2005,D,D,9,9,0.76
Sinic,2005,H_D,H_D,4,4,0.6
Sinic,2006,A,A,2,3,0.38461538461538464
Sinic,2006,A,D,1,3,0.23076923076923078
Sinic,2006,D,D,10,11,0.7241379310344828
Sinic,2006,D,H_D,1,11,0.10344827586206896
Sinic,2006,H_D,H_D,5,5,0.6470588235294118
Sinic,2007,A,A,2,2,0.45454545454545453
Sinic,2007,D,D,13,14,0.7714285714285715
Sinic,2007,D,P_D,1,14,0.08571428571428572
Sinic,2007,H_A,H_A,1,1,0.3333333333333333
Sinic,2007,H_D,H_D,7,7,0.7142857142857143
Sinic,2008,A,A,2,2,0.45454545454545453
Sinic,2008,D,D,14,15,0.7837837837837838
Sinic,2008,D,H_D,1,15,0.08108108108108109
Sinic,2008,H_A,H_A,1,1,0.3333333333333333
Sinic,2008,H_D,H_D,7,7,0.7142857142857143
Sinic,2008,P_D,P_D,1,1,0.3333333333333333
Sinic,2009,A,A,2,2,0.45454545454545453
Sinic,2009,D,D,13,15,0.7297297297297297
Sinic,2009,D,H_D,2,15,0.13513513513513514
Sinic,2009,H_A,H_A,1,1,0.3333333333333333
Sinic,2009,H_D,H_D,8,8,0.7391304347826086
Sinic,2009,P_D,P_D,1,1,0.3333333333333333
Sinic,2010,A,A,1,2,0.2727272727272727
Sinic,2010,A,H_D,1,2,0.2727272727272727
Sinic,2010,D,D,14,15,0.7837837837837838
Sinic,2010,D,H_D,1,15,0.08108108108108109
Sinic,2010,H_A,H_A,1,1,0.3333333333333333
Sinic,2010,H_D,H_D,10,10,0.7777777777777778
Sinic,2010,P_D,P_D,1,1,0.3333333333333333
Sinic,2011,A,A,1,1,0.3333333333333333
Sinic,2011,D,D,13,16,0.6923076923076923
Sinic,2011,D,H_D,3,16,0.1794871794871795
Sinic,2011,H_A,H_A,2,2,0.45454545454545453
Sinic,2011,H_D,H_D,13,13,0.8181818181818182
Sinic,2011,P_D,P_D,1,1,0.3333333333333333
Sinic,2012,A,H_A,1,1,0.3333333333333333
Sinic,2012,D,D,13,13,0.8181818181818182
Sinic,2012,H_A,H_A,2,2,0.45454545454545453
Sinic,2012,H_D,H_D,16,16,0.8461538461538461
Sinic,2012,P_D,P_D,1,1,0.3333333333333333
Sinic,2013,D,D,15,17,0.7560975609756098
Sinic,2013,D,H_D,2,17,0.12195121951219512
Sinic,2013,H_A,H_A,2,3,0.38461538461538464
Sinic,2013,H_A,H_D,1,3,0.23076923076923078
Sinic,2013,H_D,H_D,16,16,0.8461538461538461
Sinic,2013,P_D,P_D,1,1,0.3333333333333333
Sinic,2014,D,D,16,17,0.8048780487804879
Sinic,2014,D,H_D,1,17,0.07317073170731707
Sinic,2014,H_A,H_A,2,2,0.45454545454545453
Sinic,2014,H_D,H_D,19,19,0.8666666666666667
Sinic,2014,P_D,P_D,1,1,0.3333333333333333
Sinic,2015,A,A,1,1,0.3333333333333333
Sinic,2015,D,D,12,16,0.6410256410256411
Sinic,2015,D,H_D,3,16,0.1794871794871795
Sinic,2015,D,P_D,1,16,0.07692307692307693
Sinic,2015,H_A,H_A,2,2,0.45454545454545453
Sinic,2015,H_D,H_D,20,20,0.8723404255319149
Sinic,2015,P_D,P_D,1,1,0.3333333333333333
Sinic,2016,A,A,1,1,0.3333333333333333
Sinic,2016,D,D,12,12,0.8064516129032258
Sinic,2016,H_A,H_A,2,2,0.45454545454545453
Sinic,2016,H_D,H_D,22,24,0.8181818181818182
Sinic,2016,H_D,P_D,2,24,0.09090909090909091
Sinic,2016,P_D,P_D,2,2,0.45454545454545453
Sinic,2017,A,A,1,1,0.3333333333333333
Sinic,2017,D,D,10,12,0.6774193548387096
Sinic,2017,D,H_D,2,12,0.16129032258064516
Sinic,2017,H_A,H_A,2,2,0.45454545454545453
Sinic,2017,H_D,H_D,19,22,0.7647058823529411
Sinic,2017,H_D,P_D,3,22,0.13725490196078433
Sinic,2017,P_D,P_D,4,4,0.6
Sinic,2018,A,A,1,1,0.3333333333333333
Sinic,2018,D,D,8,10,0.6296296296296297
Sinic,2018,D,H_D,1,10,0.1111111111111111
Sinic,2018,H_A,H_A,2,2,0.45454545454545453
Sinic,2018,H_D,H_D,19,21,0.7959183673469388
Sinic,2018,H_D,P_A,1,21,0.061224489795918366
Sinic,2018,H_D,P_D,1,21,0.061224489795918366
Sinic,2018,P_D,P_D,7,7,0.7142857142857143
Sinic,2019,A,A,1,1,0.3333333333333333
Sinic,2019,D,D,8,8,0.7391304347826086
Sinic,2019,H_A,H_A,2,2,0.45454545454545453
Sinic,2019,H_D,H_A,1,20,0.06382978723404255
Sinic,2019,H_D,H_D,18,20,0.7872340425531915
Sinic,2019,H_D,P_D,1,20,0.06382978723404255
Sinic,2019,P_A,P_A,1,1,0.3333333333333333
Sinic,2019,P_D,P_D,8,8,0.7391304347826086
Sinic,2020,A,A,1,1,0.3333333333333333
Sinic,2020,D,D,8,8,0.7391304347826086
Sinic,2020,H_A,H_A,3,3,0.5384615384615384
Sinic,2020,H_D,H_A,1,18,0.06976744186046512
Sinic,2020,H_D,H_D,15,18,0.7209302325581395
Sinic,2020,H_D,P_D,2,18,0.11627906976744186
Sinic,2020,P_A,P_A,1,1,0.3333333333333333
Sinic,2020,P_D,P_D,9,9,0.76
Sinic,2021,A,A,1,1,0.3333333333333333
Sinic,2021,D,D,8,8,0.7391304347826086
Sinic,2021,H_A,H_A,4,4,0.6
Sinic,2021,H_D,H_D,14,15,0.7837837837837838
Sinic,2021,H_D,P_D,1,15,0.08108108108108109
Sinic,2021,P_A,P_A,1,1,0.3333333333333333
Sinic,2021,P_D,P_D,11,11,0.7931034482758621
Sinic,2022,A,A,1,1,0.3333333333333333
Sinic,2022,D,D,8,8,0.7391304347826086
Sinic,2022,H_A,H_A,3,4,0.4666666666666667
Sinic,2022,H_A,H_D,1,4,0.2
Sinic,2022,H_D,H_D,11,14,0.6571428571428571
Sinic,2022,H_D,P_D,3,14,0.2
Sinic,2022,P_A,P_A,1,1,0.3333333333333333
Sinic,2022,P_D,P_D,12,12,0.8064516129032258
United States,2000,A,A,1,1,0.3333333333333333
United States,2000,D,D,4,4,0.6
United States,2000,H_D,H_D,1,1,0.3333333333333333
United States,2001,A,A,1,1,0.3333333333333333
United States,2001,D,D,4,5,0.5294117647058824
United States,2001,D,H_D,1,5,0.17647058823529413
United States,2001,H_D,H_D,3,3,0.5384615384615384
United States,2002,A,A,1,1,0.3333333333333333
United States,2002,D,D,5,5,0.6470588235294118
United States,2002,H_D,H_D,6,6,0.6842105263157895
United States,2003,A,H_A,1,1,0.3333333333333333
United States,2003,D,D,5,6,0.5789473684210527
United States,2003,D,H_D,1,6,0.15789473684210525
United States,2003,H_D,H_D,8,8,0.7391304347826086
United States,2004,A,H_A,1,1,0.3333333333333333
United States,2004,D,D,7,7,0.7142857142857143
United States,2004,H_A,H_A,1,1,0.3333333333333333
United States,2004,H_D,H_D,9,9,0.76
United States,2005,A,A,1,1,0.3333333333333333
United States,2005,D,D,6,8,0.5652173913043478
United States,2005,D,H_A,1,8,0.13043478260869565
United States,2005,D,H_D,1,8,0.13043478260869565
United States,2005,H_A,H_A,3,3,0.5384615384615384
United States,2005,H_D,H_D,9,9,0.76
United States,2006,A,A,1,2,0.2727272727272727
United States,2006,A,H_A,1,2,0.2727272727272727
United States,2006,D,D,8,8,0.7391304347826086
United States,2006,H_A,H_A,3,4,0.4666666666666667
United States,2006,H_A,H_D,1,4,0.2
United States,2006,H_D,H_D,12,12,0.8064516129032258
United States,2007,A,A,1,2,0.2727272727272727
United States,2007,A,H_A,1,2,0.2727272727272727
United States,2007,D,D,6,11,0.4482758620689655
United States,2007,D,H_D,5,11,0.3793103448275862
United States,2007,H_A,H_A,4,4,0.6
United States,2007,H_D,H_D,14,14,0.8285714285714286
United States,2008,A,A,1,1,0.3333333333333333
United States,2008,D,D,7,8,0.6521739130434783
United States,2008,D,H_D,1,8,0.13043478260869565
United States,2008,H_A,H_A,4,5,0.5294117647058824
United States,2008,H_A,H_D,1,5,0.17647058823529413
United States,2008,H_D,H_D,19,20,0.8297872340425532
United States,2008,H_D,P_D,1,20,0.06382978723404255
United States,2009,A,H_A,1,1,0.3333333333333333
United States,2009,D,D,7,8,0.6521739130434783
United States,2009,D,H_D,1,8,0.13043478260869565
United States,2009,H_A,H_A,4,4,0.6
United States,2009,H_D,H_D,24,24,0.8909090909090909
United States,2009,P_D,P_D,1,1,0.3333333333333333
United States,2010,D,D,6,8,0.5652173913043478
United States,2010,D,H_D,2,8,0.21739130434782608
United States,2010,H_A,H_A,5,5,0.6470588235294118
United States,2010,H_D,H_A,1,26,0.05084745762711865
United States,2010,H_D,H_D,24,26,0.8305084745762712
United States,2010,H_D,P_D,1,26,0.05084745762711865
United States,2010,P_D,P_D,1,1,0.3333333333333333
United States,2011,D,D,4,6,0.47368421052631576
United States,2011,D,H_D,2,6,0.2631578947368421
United States,2011,H_A,H_A,6,6,0.6842105263157895
United States,2011,H_D,H_D,26,27,0.8688524590163934
United States,2011,H_D,P_D,1,27,0.04918032786885246
United States,2011,P_D,P_D,2,2,0.45454545454545453
United States,2012,D,D,3,5,0.4117647058823529
United States,2012,D,H_D,2,5,0.29411764705882354
United States,2012,H_A,H_A,4,6,0.47368421052631576
United States,2012,H_A,H_D,1,6,0.15789473684210525
United States,2012,H_D,H_A,1,29,0.046153846153846156
United States,2012,H_D,H_D,27,29,0.8461538461538461
United States,2012,P_D,P_D,3,3,0.5384615384615384
United States,2013,D,D,3,3,0.5384615384615384
United States,2013,H_A,H_A,5,5,0.6470588235294118
United States,2013,H_D,H_D,29,31,0.855072463768116
United States,2013,H_D,P_D,2,31,0.07246376811594203
United States,2013,P_D,P_D,3,3,0.5384615384615384
United States,2014,D,D,4,5,0.5294117647058824
United States,2014,D,H_D,1,5,0.17647058823529413
United States,2014,H_A,H_A,4,5,0.5294117647058824
United States,2014,H_A,P_A,1,5,0.17647058823529413
United States,2014,H_D,H_D,28,29,0.8769230769230769
United States,2014,H_D,P_D,1,29,0.046153846153846156
United States,2014,P_D,P_D,5,5,0.6470588235294118
United States,2015,D,A,1,4,0.2
United States,2015,D,D,2,4,0.3333333333333333
United States,2015,D,H_D,1,4,0.2
United States,2015,H_A,H_A,3,4,0.4666666666666667
United States,2015,H_A,H_D,1,4,0.2
United States,2015,H_D,H_A,1,30,0.04477611940298507
United States,2015,H_D,H_D,27,30,0.8208955223880597
United States,2015,H_D,P_D,1,30,0.04477611940298507
United States,2015,P_A,P_A,1,1,0.3333333333333333
United States,2015,P_D,P_D,6,6,0.6842105263157895
United States,2016,A,A,2,2,0.45454545454545453
United States,2016,D,D,2,3,0.38461538461538464
United States,2016,D,H_D,1,3,0.23076923076923078
United States,2016,H_A,H_A,4,4,0.6
United States,2016,H_D,H_A,1,29,0.046153846153846156
United States,2016,H_D,H_D,27,29,0.8461538461538461
United States,2016,H_D,P_D,1,29,0.046153846153846156
United States,2016,P_A,P_A,1,1,0.3333333333333333
United States,2016,P_D,P_D,7,7,0.7142857142857143
United States,2017,A,A,2,2,0.45454545454545453
United States,2017,D,D,2,2,0.45454545454545453
United States,2017,H_A,H_A,4,5,0.5294117647058824
United States,2017,H_A,P_A,1,5,0.17647058823529413
United States,2017,H_D,H_D,25,28,0.8095238095238095
United States,2017,H_D,P_D,2,28,0.07936507936507936
United States,2017,P_A,P_A,1,1,0.3333333333333333
United States,2017,P_D,P_D,8,8,0.7391304347826086
United States,2018,A,A,1,2,0.2727272727272727
United States,2018,A,H_D,1,2,0.2727272727272727
United States,2018,D,A,1,2,0.2727272727272727
United States,2018,D,D,1,2,0.2727272727272727
United States,2018,H_A,H_A,4,4,0.6
United States,2018,H_D,H_D,24,25,0.8596491228070176
United States,2018,P_A,P_A,2,2,0.45454545454545453
United States,2018,P_D,P_D,10,10,0.7777777777777778
United States,2019,A,A,2,2,0.45454545454545453
United States,2019,D,D,1,1,0.3333333333333333
United States,2019,H_A,H_A,4,4,0.6
United States,2019,H_D,H_A,2,25,0.08771929824561403
United States,2019,H_D,H_D,17,25,0.6140350877192983
United States,2019,H_D,P_A,1,25,0.05263157894736842
United States,2019,H_D,P_D,5,25,0.19298245614035087
United States,2019,P_A,P_A,2,2,0.45454545454545453
United States,2019,P_D,P_A,1,10,0.1111111111111111
United States,2019,P_D,P_D,9,10,0.7037037037037037
United States,2020,A,A,2,2,0.45454545454545453
United States,2020,D,D,1,1,0.3333333333333333
United States,2020,H_A,H_A,5,6,0.5789473684210527
United States,2020,H_A,P_A,1,6,0.15789473684210525
United States,2020,H_D,H_A,1,17,0.07317073170731707
United States,2020,H_D,H_D,14,17,0.7073170731707317
United States,2020,H_D,P_A,1,17,0.07317073170731707
United States,2020,H_D,P_D,1,17,0.07317073170731707
United States,2020,P_A,P_A,4,4,0.6
United States,2020,P_D,P_A,3,14,0.2
United States,2020,P_D,P_D,11,14,0.6571428571428571
United States,2021,A,A,2,2,0.45454545454545453
United States,2021,D,D,1,1,0.3333333333333333
United States,2021,H_A,H_A,5,6,0.5789473684210527
United States,2021,H_A,P_A,1,6,0.15789473684210525
United States,2021,H_D,H_D,12,14,0.7142857142857143
United States,2021,H_D,P_D,2,14,0.14285714285714285
United States,2021,P_A,P_A,9,9,0.76
United States,2021,P_D,P_D,12,12,0.8064516129032258
United States,2022,A,A,2,2,0.45454545454545453
United States,2022,D,D,1,1,0.3333333333333333
United States,2022,H_A,H_A,5,5,0.6470588235294118
United States,2022,H_D,H_D,12,12,0.8064516129032258
United States,2022,P_A,P_A,10,10,0.7777777777777778
United States,2022,P_D,P_D,14,14,0.8285714285714286
