rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,abs_elasticity
d,0.0103056227617407,1019.1912565998311,-1.3036441359366362,Anglosphere ex-US,domestic_PIs,119.77848101265822,1.3036441359366362
beta,0.0410742165209008,1033.5783634092954,0.0895732845682755,Anglosphere ex-US,domestic_PIs,119.77848101265822,0.0895732845682755
h_D,0.1191787848529514,1033.537640120038,0.085629726161085,Anglosphere ex-US,domestic_PIs,119.77848101265822,0.085629726161085
d,0.0157231640200902,1716.3771130994971,-1.4377540757815814,Continental Europe,domestic_PIs,129.0692124105012,1.4377540757815814
h_D,0.1334144102432743,1743.4199135020478,0.1151675539775569,Continental Europe,domestic_PIs,129.0692124105012,0.1151675539775569
p_D,0.1249331711643351,1743.314980313452,0.1091418090168123,Continental Europe,domestic_PIs,129.0692124105012,0.1091418090168123
d,0.0072251737915665,1656.4911382847465,-1.1786358363206269,Hindu,domestic_PIs,66.04072398190046,1.1786358363206269
h_D,0.091134898723251,1677.3585831621322,0.0662542338604518,Hindu,domestic_PIs,66.04072398190046,0.0662542338604518
p_D,0.1606129885368202,1676.9209784141678,0.0401480283041,Hindu,domestic_PIs,66.04072398190046,0.0401480283041
d,0.0092292706041096,1175.7072801096224,-1.2912471852852108,Islamic,domestic_PIs,126.52032520325204,1.2912471852852108
h_D,0.0736446833794872,1192.2317542305527,0.0960966365919318,Islamic,domestic_PIs,126.52032520325204,0.0960966365919318
p_D,0.1258046432688253,1191.8149596342455,0.0611038492907079,Islamic,domestic_PIs,126.52032520325204,0.0611038492907079
d,0.0166246052696031,683.1094041922901,-1.541366870508182,Japanese,domestic_PIs,50.47533632286996,1.541366870508182
h_D,0.0660656501081739,695.0638964965623,0.1816704128496496,Japanese,domestic_PIs,50.47533632286996,0.1816704128496496
p_D,0.1256360801786014,694.622394986491,0.1180354592983656,Japanese,domestic_PIs,50.47533632286996,0.1180354592983656
d,0.0159000937378525,697.0820057740154,-1.530964938323908,Other Civilizations,domestic_PIs,104.59615384615384,1.530964938323908
h_D,0.0667603107412822,709.0983252591285,0.1664470948242954,Other Civilizations,domestic_PIs,104.59615384615384,0.1664470948242954
p_D,0.1203701860906927,708.7069155637312,0.1111569930854561,Other Civilizations,domestic_PIs,104.59615384615384,0.1111569930854561
d,0.0192245382020757,381.1568666622625,-1.5707974112412832,Other Western,domestic_PIs,57.16981132075472,1.5707974112412832
p_D,0.1045743945275896,387.832991470045,0.1532319810858718,Other Western,domestic_PIs,57.16981132075472,0.1532319810858718
h_D,0.0988482062654826,387.67267970329,0.1118333844779369,Other Western,domestic_PIs,57.16981132075472,0.1118333844779369
d,0.0073978002186345,3016.9023944423143,-1.1993470303433564,Sinic,domestic_PIs,112.34408602150538,1.1993470303433564
h_D,0.0790653198429388,3055.4035143471306,0.0615276315835383,Sinic,domestic_PIs,112.34408602150538,0.0615276315835383
p_D,0.1348188751893258,3054.8714170631865,0.0441019570924118,Sinic,domestic_PIs,112.34408602150538,0.0441019570924118
d,0.0110472699302869,1840.977287165822,-1.3186963188558176,United States,domestic_PIs,132.49329758713137,1.3186963188558176
h_D,0.1493004191637231,1867.469809100024,0.1013736735844818,United States,domestic_PIs,132.49329758713137,0.1013736735844818
beta,0.0330241686870576,1867.1775608948003,0.0857083885801832,United States,domestic_PIs,132.49329758713137,0.0857083885801832
