rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold,proximity
I0,10.121618908857272,0.0840803444486523,0.8510292042347116,119.77848101265822,True,1,crossing_found,Anglosphere ex-US,domestic_PIs,1137.0165895762873,119.77848101265822,0.9159196555513477
I0,10.121618908857272,0.0756780662239963,0.7659845460785542,119.77848101265822,True,1,crossing_found,Anglosphere ex-US,domestic_active,1137.0165895762873,119.77848101265822,0.9243219337760037
I0,25.683433937676213,0.0539682010236677,1.386088725726601,129.0692124105012,True,1,crossing_found,Continental Europe,domestic_PIs,2103.2716025648583,129.0692124105012,0.9460317989763323
I0,25.683433937676213,0.0442880196702879,1.137468427432346,129.0692124105012,True,1,crossing_found,Continental Europe,domestic_active,2103.2716025648583,129.0692124105012,0.955711980329712
I0,11.338147493606872,0.0255150449378388,0.2892933428112244,66.04072398190046,True,1,crossing_found,Hindu,domestic_PIs,1856.780721086119,66.04072398190046,0.9744849550621612
I0,11.338147493606872,0.0228845660216292,0.2594685848804168,66.04072398190046,True,1,crossing_found,Hindu,domestic_active,1856.780721086119,66.04072398190046,0.9771154339783708
I0,10.599421774854395,0.0758652904512601,0.8041282115647405,126.52032520325204,True,1,crossing_found,Islamic,domestic_PIs,1379.717850951445,126.52032520325204,0.9241347095487399
I0,10.599421774854395,0.0645971405321992,0.684692337950322,126.52032520325204,True,1,crossing_found,Islamic,domestic_active,1379.717850951445,126.52032520325204,0.9354028594678008
I0,11.838628791463355,0.053095482399307,0.6285777066290726,50.47533632286996,True,1,crossing_found,Japanese,domestic_PIs,924.4061097348388,50.47533632286996,0.946904517600693
I0,11.838628791463355,0.0393528897525981,0.4658842536523919,50.47533632286996,True,1,crossing_found,Japanese,domestic_active,924.4061097348388,50.47533632286996,0.9606471102474019
I0,11.502263064348115,0.1128931794363609,1.2985270480476785,104.59615384615384,True,1,crossing_found,Other Civilizations,domestic_PIs,922.0210106658552,104.59615384615384,0.8871068205636391
I0,11.502263064348115,0.0848944636599414,0.976478453723388,104.59615384615384,True,1,crossing_found,Other Civilizations,domestic_active,922.0210106658552,104.59615384615384,0.9151055363400586
I0,7.250046306258836,0.1148019233216462,0.8323192601295114,57.16981132075472,True,1,crossing_found,Other Western,domestic_PIs,501.2021163596278,57.16981132075472,0.8851980766783538
I0,7.250046306258836,0.0871499520064763,0.6318411876351887,57.16981132075472,True,1,crossing_found,Other Western,domestic_active,501.2021163596278,57.16981132075472,0.9128500479935238
I0,21.32845752363553,0.0238225020155541,0.5080972223454694,112.34408602150538,True,1,crossing_found,Sinic,domestic_PIs,3400.461511849808,112.34408602150538,0.9761774979844459
I0,21.32845752363553,0.0212415588236635,0.4530496851063131,112.34408602150538,True,1,crossing_found,Sinic,domestic_active,3400.461511849808,112.34408602150538,0.9787584411763365
I0,19.57924455633413,0.0497400766594563,0.9738731251663034,132.49329758713137,True,1,crossing_found,United States,domestic_PIs,2080.1213012617823,132.49329758713137,0.9502599233405437
I0,19.57924455633413,0.044320690166691,0.8677656316791571,132.49329758713137,True,1,crossing_found,United States,domestic_active,2080.1213012617823,132.49329758713137,0.955679309833309
