rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,abs_elasticity
d,0.0103056227617407,1123.3338498363998,-1.2033896308396304,Anglosphere ex-US,domestic_active,119.77848101265822,1.2033896308396304
I0,10.121618908857272,1146.82018720455,0.8622211600198367,Anglosphere ex-US,domestic_active,119.77848101265822,0.8622211600198367
r,0.0063117204153968,1139.8432416183368,0.2486025329764894,Anglosphere ex-US,domestic_active,119.77848101265822,0.2486025329764894
d,0.0157231640200902,2076.9324687122544,-1.252293513613952,Continental Europe,domestic_active,129.0692124105012,1.252293513613952
I0,25.683433937676213,2121.228131254386,0.8537427438106598,Continental Europe,domestic_active,129.0692124105012,0.8537427438106598
r,0.0101481719427738,2110.04072853875,0.3218379388395224,Continental Europe,domestic_active,129.0692124105012,0.3218379388395224
d,0.0072251737915665,1836.7521380376504,-1.0786725013362335,Hindu,domestic_active,66.04072398190046,1.0786725013362335
I0,11.338147493606872,1873.109840402888,0.8794317568752741,Hindu,domestic_active,66.04072398190046,0.8794317568752741
r,0.0040883320473312,1860.1941967608163,0.1838383841415929,Hindu,domestic_active,66.04072398190046,0.1838383841415929
d,0.0092292706041096,1363.8990051695805,-1.1465275868508955,Islamic,domestic_active,126.52032520325204,1.1465275868508955
I0,10.599421774854395,1391.6647436851536,0.8658939018198636,Islamic,domestic_active,126.52032520325204,0.8658939018198636
r,0.0056347486545291,1382.9045478267672,0.2309672860378456,Islamic,domestic_active,126.52032520325204,0.2309672860378456
d,0.0166246052696031,912.694169870528,-1.266969110326423,Japanese,domestic_active,50.47533632286996,1.266969110326423
I0,11.838628791463355,932.2958537144564,0.8534932749287921,Japanese,domestic_active,50.47533632286996,0.8534932749287921
r,0.0117961602784362,927.431694991498,0.3273004391465071,Japanese,domestic_active,50.47533632286996,0.3273004391465071
d,0.0159000937378525,910.2751794333948,-1.2739222964103678,Other Civilizations,domestic_active,104.59615384615384,1.2739222964103678
I0,11.502263064348115,929.891545580438,0.8536177401097189,Other Civilizations,domestic_active,104.59615384615384,0.8536177401097189
r,0.0112049756842225,925.0124610397606,0.3244449247143608,Other Civilizations,domestic_active,104.59615384615384,0.3244449247143608
d,0.0192245382020757,494.56782939077,-1.323674971096389,Other Western,domestic_active,57.16981132075472,1.323674971096389
I0,7.250046306258836,505.47732642061465,0.8529912227903027,Other Western,domestic_active,57.16981132075472,0.8529912227903027
r,0.0133499004359691,503.0284787844837,0.3643963912445742,Other Western,domestic_active,57.16981132075472,0.3643963912445742
d,0.0073978002186345,3363.2758555851105,-1.0935473357105767,Sinic,domestic_active,112.34408602150538,1.0935473357105767
I0,21.32845752363553,3430.28652992229,0.8770873591290187,Sinic,domestic_active,112.34408602150538,0.8770873591290187
r,0.0042511654551162,3406.947354943572,0.1907342009654335,Sinic,domestic_active,112.34408602150538,0.1907342009654335
d,0.0110472699302869,2055.0260553293024,-1.2064318517029435,United States,domestic_active,132.49329758713137,1.2064318517029435
I0,19.57924455633413,2098.015722585418,0.8602585489981441,United States,domestic_active,132.49329758713137,0.8602585489981441
r,0.0068292676380679,2085.52382678968,0.2597216578004562,United States,domestic_active,132.49329758713137,0.2597216578004562
