rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,abs_elasticity
d,0.0452195436447982,64932.80472136418,-2.2345246225105813,Anglosphere ex-US,domestic_active,3183.492021276596,2.2345246225105813
h_D,0.0652425047113204,66676.89377926974,0.3914468964851678,Anglosphere ex-US,domestic_active,3183.492021276596,0.3914468964851678
alpha,0.0554361182220321,66227.47316848715,-0.2852190791514121,Anglosphere ex-US,domestic_active,3183.492021276596,0.2852190791514121
d,0.0457287108892324,188381.2149022024,-2.175775569233793,Continental Europe,domestic_active,3923.499485066941,2.175775569233793
h_D,0.0668893663745861,193172.2230924273,0.3121405464654808,Continental Europe,domestic_active,3923.499485066941,0.3121405464654808
p_D,0.0604237972557827,193059.0338365845,0.253362652011077,Continental Europe,domestic_active,3923.499485066941,0.253362652011077
d,0.0276910482733113,51576.33584317805,-1.7776157923043947,Hindu,domestic_active,2248.8695652173915,1.7776157923043947
h_D,0.044294868441938,52621.19626331615,0.2122247024191712,Hindu,domestic_active,2248.8695652173915,0.2122247024191712
alpha,0.0303799175889103,52443.60377232646,-0.1259838499570417,Hindu,domestic_active,2248.8695652173915,0.1259838499570417
d,0.030147052358929,84467.062991958,-1.870093132354652,Islamic,domestic_active,2254.7179487179487,1.870093132354652
h_D,0.0415456842211128,86285.65699173402,0.2426648292317614,Islamic,domestic_active,2254.7179487179487,0.2426648292317614
alpha,0.0290526836184657,85962.55373841364,-0.1327015092424571,Islamic,domestic_active,2254.7179487179487,0.1327015092424571
d,0.0549366545179036,28532.18918677592,-1.7536521080654648,Japanese,domestic_active,1792.6470588235293,1.7536521080654648
h_D,0.031341192956193,29116.5974508426,0.2586707896471266,Japanese,domestic_active,1792.6470588235293,0.2586707896471266
alpha,0.0283906759555053,28991.39141400512,-0.172457567619168,Japanese,domestic_active,1792.6470588235293,0.172457567619168
d,0.0418870445095046,56452.47393700345,-2.3022382702514017,Other Civilizations,domestic_active,2068.969696969697,2.3022382702514017
h_D,0.0341788709697704,57992.2061317849,0.3624525502296843,Other Civilizations,domestic_active,2068.969696969697,0.3624525502296843
p_D,0.0583144403620733,57923.34007877655,0.243271604402827,Other Civilizations,domestic_active,2068.969696969697,0.243271604402827
d,0.0443221635048504,4535.064584590438,-2.2661498291212863,Other Western,domestic_active,1601.2173913043478,2.2661498291212863
h_D,0.0676800324481996,4653.9166567592,0.2951964091019708,Other Western,domestic_active,1601.2173913043478,0.2951964091019708
p_D,0.0450982340821924,4652.196734104908,0.2581308591269406,Other Western,domestic_active,1601.2173913043478,0.2581308591269406
d,0.0336985092216867,293638.7918142059,-2.0573326646433943,Sinic,domestic_active,3129.4270557029176,2.0573326646433943
h_D,0.0331932976529135,300599.3395978882,0.2643449714654036,Sinic,domestic_active,3129.4270557029176,0.2643449714654036
p_D,0.0687070694012796,300310.7673131018,0.1680922280304715,Sinic,domestic_active,3129.4270557029176,0.1680922280304715
d,0.0460804723173927,138781.2878680228,-2.1886401196432144,United States,domestic_active,1844.0637813211845,2.1886401196432144
h_D,0.070872288270801,142383.52430727045,0.350172209785892,United States,domestic_active,1844.0637813211845,0.350172209785892
p_D,0.0590970114857989,142262.62348748706,0.2649627858402875,United States,domestic_active,1844.0637813211845,0.2649627858402875
