rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,abs_elasticity
d,0.0103056227617407,1539.2208468814988,-2.320655307084222,Anglosphere ex-US,domestic_PIs,119.77848101265822,2.320655307084222
beta,0.0410742165209008,1578.332289302218,0.1613667324371021,Anglosphere ex-US,domestic_PIs,119.77848101265822,0.1613667324371021
h_D,0.1191787848529514,1578.2202571965347,0.1542571466425217,Anglosphere ex-US,domestic_PIs,119.77848101265822,0.1542571466425217
d,0.0157231640200902,2401.322993962221,-2.4186992815181565,Continental Europe,domestic_PIs,129.0692124105012,2.4186992815181565
h_D,0.1334144102432743,2465.66894659748,0.196093384818628,Continental Europe,domestic_PIs,129.0692124105012,0.196093384818628
p_D,0.1249331711643351,2465.416250921357,0.1858247234082581,Continental Europe,domestic_PIs,129.0692124105012,0.1858247234082581
d,0.0072251737915665,2683.63043707762,-2.1927208777385765,Hindu,domestic_PIs,66.04072398190046,2.1927208777385765
h_D,0.091134898723251,2747.214990335631,0.1246742681977225,Hindu,domestic_PIs,66.04072398190046,0.1246742681977225
p_D,0.1606129885368202,2745.866588621801,0.0755305780042591,Hindu,domestic_PIs,66.04072398190046,0.0755305780042591
d,0.0092292706041096,1809.1364236862664,-2.3275390303171357,Islamic,domestic_PIs,126.52032520325204,2.3275390303171357
h_D,0.0736446833794872,1855.4958312339093,0.1753332600149319,Islamic,domestic_PIs,126.52032520325204,0.1753332600149319
p_D,0.1258046432688253,1854.312606489745,0.1114527968670391,Islamic,domestic_PIs,126.52032520325204,0.1114527968670391
d,0.0166246052696031,949.7823929130336,-2.5797798137217343,Japanese,domestic_PIs,50.47533632286996,2.5797798137217343
h_D,0.0660656501081739,977.9375093611328,0.3081213141687846,Japanese,domestic_PIs,50.47533632286996,0.3081213141687846
p_D,0.1256360801786014,976.8843223274574,0.200094766736911,Japanese,domestic_PIs,50.47533632286996,0.200094766736911
d,0.0159000937378525,972.073835439844,-2.568367402416816,Other Civilizations,domestic_PIs,104.59615384615384,2.568367402416816
h_D,0.0667603107412822,1000.5211097447888,0.2829225690162077,Other Civilizations,domestic_PIs,104.59615384615384,0.2829225690162077
p_D,0.1203701860906927,999.5826541898458,0.1888605199157906,Other Civilizations,domestic_PIs,104.59615384615384,0.1888605199157906
d,0.0192245382020757,510.5446832156532,-2.551445608389124,Other Western,domestic_PIs,57.16981132075472,2.551445608389124
p_D,0.1045743945275896,525.2324261726003,0.252029514326992,Other Western,domestic_PIs,57.16981132075472,0.252029514326992
h_D,0.0988482062654826,524.8753993027744,0.1838831728072708,Other Western,domestic_PIs,57.16981132075472,0.1838831728072708
d,0.0073978002186345,4850.386930166807,-2.221469033347111,Sinic,domestic_PIs,112.34408602150538,2.221469033347111
h_D,0.0790653198429388,4966.303381415366,0.1152806901562688,Sinic,domestic_PIs,112.34408602150538,0.1152806901562688
p_D,0.1348188751893258,4964.683122607858,0.0826180328745294,Sinic,domestic_PIs,112.34408602150538,0.0826180328745294
d,0.0110472699302869,2747.7914728384408,-2.3283359504497434,United States,domestic_PIs,132.49329758713137,2.3283359504497434
h_D,0.1493004191637231,2818.3907081536377,0.1811502540248732,United States,domestic_PIs,132.49329758713137,0.1811502540248732
beta,0.0330241686870576,2817.6026037629254,0.1531366772864197,United States,domestic_PIs,132.49329758713137,0.1531366772864197
