rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold
I,11.0,969.0552523719496,1.000000000000006,Anglosphere ex-US,domestic_active,119.77848101265822
beta,0.0410742165209008,960.2494449378802,0.08221275446982375,Anglosphere ex-US,domestic_active,119.77848101265822
h_D,0.1191787848529514,960.0231950905779,0.058631813629149224,Anglosphere ex-US,domestic_active,119.77848101265822
h_A,0.2307283363122913,959.5248598631888,0.0066927133114886685,Anglosphere ex-US,domestic_active,119.77848101265822
p_A,0.2005436529035032,959.4606459128212,-1.1849036039769564e-14,Anglosphere ex-US,domestic_active,119.77848101265822
p_D,0.1535056728662697,959.4606459128212,-1.1849036039769564e-14,Anglosphere ex-US,domestic_active,119.77848101265822
alpha,0.1146450205765169,958.8488840511455,-0.06376101659633171,Anglosphere ex-US,domestic_active,119.77848101265822
d,0.0103056227617407,949.1602307985806,-1.0735630646362715,Anglosphere ex-US,domestic_active,119.77848101265822
I,11.0,880.1086921177267,1.0000000000000064,Anglosphere ex-US,domestic_PIs,119.77848101265822
beta,0.0410742165209008,872.097248480372,0.08061832064647917,Anglosphere ex-US,domestic_PIs,119.77848101265822
h_D,0.1191787848529514,872.0663210283377,0.0770691310027075,Anglosphere ex-US,domestic_PIs,119.77848101265822
p_D,0.1535056728662697,871.7633237471952,0.042297601452463904,Anglosphere ex-US,domestic_PIs,119.77848101265822
h_A,0.2307283363122913,871.503211058435,0.012447445670498348,Anglosphere ex-US,domestic_PIs,119.77848101265822
p_A,0.2005436529035032,871.4303918162908,0.004090814810659536,Anglosphere ex-US,domestic_PIs,119.77848101265822
alpha,0.1146450205765169,871.1156965878752,-0.032023154241845264,Anglosphere ex-US,domestic_PIs,119.77848101265822
d,0.0103056227617407,861.1650120603753,-1.173949312088557,Anglosphere ex-US,domestic_PIs,119.77848101265822
I,29.235294117647058,1757.1314945400397,1.0000000000000078,Continental Europe,domestic_active,129.0692124105012
beta,0.060077386042893,1740.6159181929397,0.05068390371448193,Continental Europe,domestic_active,129.0692124105012
h_D,0.1334144102432743,1740.5337722282407,0.04596214984438952,Continental Europe,domestic_active,129.0692124105012
h_A,0.2231660723622205,1739.7893866848892,0.0031748342040340874,Continental Europe,domestic_active,129.0692124105012
p_D,0.1249331711643351,1739.7341530099404,1.306944943569967e-14,Continental Europe,domestic_active,129.0692124105012
p_A,0.1646426118438141,1739.7341530099402,0.0,Continental Europe,domestic_active,129.0692124105012
