rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,period
h_A,0.11805770110510644,1496.8176916140824,0.009819241850737662,Hindu,domestic_active,66.04072398190046,early
p_A,0.11945063128187035,1496.700841630839,0.0020119145001505708,Hindu,domestic_active,66.04072398190046,early
alpha,0.03719059188570162,1496.0908464091253,-0.03874489389659803,Hindu,domestic_active,66.04072398190046,early
d,0.009221396526347842,1464.8648591726528,-2.125108087399738,Hindu,domestic_active,66.04072398190046,early
r,0.005362391766539076,1342.5314857196488,1.0101010100761492,Hindu,domestic_PIs,66.04072398190046,early
I0,7.127187987664498,1342.3972325714074,1.0000000000000095,Hindu,domestic_PIs,66.04072398190046,early
h_D,0.10411364036688799,1331.188148199488,0.15664492290763593,Hindu,domestic_PIs,66.04072398190046,early
p_D,0.17268447769638848,1330.3072162592603,0.09036489505583835,Hindu,domestic_PIs,66.04072398190046,early
beta,0.06931471805599453,1329.6731383485685,0.04265780253063014,Hindu,domestic_PIs,66.04072398190046,early
h_A,0.11805770110510644,1329.317514249156,0.01590116658921928,Hindu,domestic_PIs,66.04072398190046,early
p_A,0.11945063128187035,1329.159651822328,0.004023829000344982,Hindu,domestic_PIs,66.04072398190046,early
alpha,0.03719059188570162,1328.7944939497686,-0.023450114057368313,Hindu,domestic_PIs,66.04072398190046,early
d,0.009221396526347842,1299.3317624244412,-2.24018284551417,Hindu,domestic_PIs,66.04072398190046,early
r,0.006921216840964917,1278.9659129833278,1.010101010040015,Islamic,domestic_active,126.52032520325203,early
I0,7.425539002199912,1278.8380163928018,1.0000000000000075,Islamic,domestic_active,126.52032520325203,early
h_D,0.07347333311276487,1268.128368854505,0.1541740333783368,Islamic,domestic_active,126.52032520325203,early
beta,0.06592456288842641,1267.4437783778187,0.10010648357219015,Islamic,domestic_active,126.52032520325203,early
p_D,0.13206676459110553,1266.9363516625601,0.06003096377674504,Islamic,domestic_active,126.52032520325203,early
h_A,0.08240570361053301,1266.6238948267157,0.035353764619576886,Islamic,domestic_active,126.52032520325203,early
p_A,0.1805366800734807,1266.2345272784733,0.004602315359866862,Islamic,domestic_active,126.52032520325203,early
alpha,0.06211254754752892,1265.2680492455484,-0.07172813468473978,Islamic,domestic_active,126.52032520325203,early
d,0.01087469872922752,1237.8841076405292,-2.234455600285362,Islamic,domestic_active,126.52032520325203,early
r,0.006921216840964917,1083.7031433287516,1.0101010100400094,Islamic,domestic_PIs,126.52032520325203,early
I0,7.425539002199912,1083.594773015073,0.9999999999999981,Islamic,domestic_PIs,126.52032520325203,early
h_D,0.07347333311276487,1075.1535402109778,0.21320724827659474,Islamic,domestic_PIs,126.52032520325203,early
p_D,0.13206676459110553,1074.1542156301612,0.1200619275570802,Islamic,domestic_PIs,126.52032520325203,early
beta,0.06592456288842641,1073.7868329828343,0.08581882459639842,Islamic,domestic_PIs,126.52032520325203,early
h_A,0.08240570361053301,1073.4399425185898,0.05348576267952221,Islamic,domestic_PIs,126.52032520325203,early
p_A,0.1805366800734807,1072.9648652598325,0.009204630720046831,Islamic,domestic_PIs,126.52032520325203,early
alpha,0.06211254754752892,1072.500965785774,-0.03403463920512982,Islamic,domestic_PIs,126.52032520325203,early
d,0.01087469872922752,1047.1507370740487,-2.396885737831315,Islamic,domestic_PIs,126.52032520325203,early
r,0.011266297269230563,1598.292935572142,1.010101010084038,Japanese,domestic_active,50.47533632286996,early
I0,13.808887340482546,1598.1331062788533,1.0000000000000078,Japanese,domestic_active,50.47533632286996,early
h_D,0.07152432126778535,1585.1980241667684,0.18251909794764556,Japanese,domestic_active,50.47533632286996,early
p_D,0.15569166105446908,1583.59879737154,0.08144997818317573,Japanese,domestic_active,50.47533632286996,early
beta,0.078845736036427,1583.5117709293315,0.07595001661644037,Japanese,domestic_active,50.47533632286996,early
h_A,0.17713325247333053,1582.6478504104948,0.021351327646359157,Japanese,domestic_active,50.47533632286996,early
p_A,0.17099662383076913,1582.3879358380414,0.004925053943210987,Japanese,domestic_active,50.47533632286996,early
alpha,0.034531603895328014,1581.6016592462847,-0.044766636602096545,Japanese,domestic_active,50.47533632286996,early
d,0.01652647055800381,1546.374098857187,-2.2711040958037305,Japanese,domestic_active,50.47533632286996,early
r,0.011266297269230563,1238.0616912046416,1.0101010100840349,Japanese,domestic_PIs,50.47533632286996,early
I0,13.808887340482546,1237.9378850357293,1.000000000000008,Japanese,domestic_PIs,50.47533632286996,early
h_D,0.07152432126778535,1229.285451747955,0.2940713967728881,Japanese,domestic_PIs,50.47533632286996,early
p_D,0.15569166105446908,1227.6777082280316,0.1628999563677237,Japanese,domestic_PIs,50.47533632286996,early
beta,0.078845736036427,1226.5002274282253,0.06683248624824929,Japanese,domestic_PIs,50.47533632286996,early
h_A,0.17713325247333053,1226.1256498782334,0.03627171821092931,Japanese,domestic_PIs,50.47533632286996,early
p_A,0.17099662383076913,1225.8018052009634,0.009850107886492303,Japanese,domestic_PIs,50.47533632286996,early
alpha,0.034531603895328014,1225.657361060607,-0.0019346984049623424,Japanese,domestic_PIs,50.47533632286996,early
d,0.01652647055800381,1194.878122265524,-2.513129448869881,Japanese,domestic_PIs,50.47533632286996,early
r,0.014437235003015303,926.8849950555064,1.0101010100810575,Other Civilizations,domestic_active,104.59615384615385,early
I0,9.891038393328802,926.7923065561839,1.0000000000000049,Other Civilizations,domestic_active,104.59615384615385,early
h_D,0.0766380591108011,919.5482272519191,0.2105545065976589,Other Civilizations,domestic_active,104.59615384615385,early
beta,0.06632942174102642,918.7137941142191,0.11961962689320618,Other Civilizations,domestic_active,104.59615384615385,early
p_D,0.13432686803615101,918.581479305607,0.10520021968051192,Other Civilizations,domestic_active,104.59615384615385,early
h_A,0.17713325247333053,917.8885370182879,0.02968473414601703,Other Civilizations,domestic_active,104.59615384615385,early
p_A,0.14396561662355814,917.6918800766645,0.008253448017006941,Other Civilizations,domestic_active,104.59615384615385,early
alpha,0.04838503247634174,916.9200860376459,-0.07585514609781736,Other Civilizations,domestic_active,104.59615384615385,early
d,0.01975281759591397,896.1063585911855,-2.3440941649389355,Other Civilizations,domestic_active,104.59615384615385,early
r,0.014437235003015303,692.0264073948415,1.0101010100810577,Other Civilizations,domestic_PIs,104.59615384615385,early
I0,9.891038393328802,691.9572047542388,1.0000000000000113,Other Civilizations,domestic_PIs,104.59615384615385,early
h_D,0.0766380591108011,687.2703336352597,0.31589124332478663,Other Civilizations,domestic_PIs,104.59615384615385,early
p_D,0.13432686803615101,686.5476096566795,0.2104004393631035,Other Civilizations,domestic_PIs,104.59615384615385,early
beta,0.06632942174102642,685.8724653622587,0.11185449856216097,Other Civilizations,domestic_PIs,104.59615384615385,early
h_A,0.17713325247333053,685.4359317344228,0.048136834942933346,Other Civilizations,domestic_PIs,104.59615384615385,early
p_A,0.14396561662355814,685.2192330798302,0.01650689603418757,Other Civilizations,domestic_PIs,104.59615384615385,early
alpha,0.04838503247634174,684.9746511814296,-0.01919295876714418,Other Civilizations,domestic_PIs,104.59615384615385,early
d,0.01975281759591397,667.1242806281501,-2.624682739773989,Other Civilizations,domestic_PIs,104.59615384615385,early
r,0.014723633283210802,640.4344734460876,1.0101010100911596,Other Western,domestic_active,57.16981132075472,early
I0,7.106992952143793,640.3704299988054,0.9999999999999957,Other Western,domestic_active,57.16981132075472,early
p_D,0.10729586082894003,634.8857268537008,0.13494597547765833,Other Western,domestic_active,57.16981132075472,early
h_D,0.1102986475248092,634.8726928082617,0.1328902300408313,Other Western,domestic_active,57.16981132075472,early
beta,0.11856236656577394,634.5781287817879,0.08643123493402582,Other Western,domestic_active,57.16981132075472,early
h_A,0.4479398673070137,634.1654729035733,0.021346649907596764,Other Western,domestic_active,57.16981132075472,early
p_A,0.11945063128187035,634.1254740957784,0.015037989485378647,Other Western,domestic_active,57.16981132075472,early
alpha,0.07978955153574836,633.823229588188,-0.03263238040768518,Other Western,domestic_active,57.16981132075472,early
d,0.021036325036528206,619.4068091969757,-2.306407669368424,Other Western,domestic_active,57.16981132075472,early
r,0.014723633283210802,487.5685655562629,1.0101010100911707,Other Western,domestic_PIs,57.16981132075472,early
I0,7.106992952143793,487.5198086997548,1.0000000000000004,Other Western,domestic_PIs,57.16981132075472,early
p_D,0.10729586082894003,483.99562913144024,0.2698919509566443,Other Western,domestic_PIs,57.16981132075472,early
h_D,0.1102986475248092,483.6187280713283,0.1918089553695855,Other Western,domestic_PIs,57.16981132075472,early
beta,0.11856236656577394,483.03432401817975,0.07073734286336561,Other Western,domestic_PIs,57.16981132075472,early
h_A,0.4479398673070137,482.85935304306827,0.034488418879349954,Other Western,domestic_PIs,57.16981132075472,early
p_A,0.11945063128187035,482.8380545098004,0.030075978970918963,Other Western,domestic_PIs,57.16981132075472,early
alpha,0.07978955153574836,482.80365817543446,0.022950053605502126,Other Western,domestic_PIs,57.16981132075472,early
d,0.021036325036528206,470.3194464404218,-2.5634174390286733,Other Western,domestic_PIs,57.16981132075472,early
r,0.0047149299600732775,5618.4642357961475,1.0101010100855736,Sinic,domestic_active,112.34408602150538,early
I0,23.3714369853963,5617.902389373426,0.9999999999999867,Sinic,domestic_active,112.34408602150538,early
h_D,0.07335144134298908,5567.24797749004,0.08932280313389293,Sinic,domestic_active,112.34408602150538,early
beta,0.09382696385929304,5564.92795386657,0.047612860573521903,Sinic,domestic_active,112.34408602150538,early
p_D,0.16282313569128026,5564.367294249011,0.037533187156532775,Sinic,domestic_active,112.34408602150538,early
h_A,0.19938114687275008,5563.1277457235865,0.015248285712765786,Sinic,domestic_active,112.34408602150538,early
p_A,0.22214696734501363,5562.447160483954,0.003012560625598277,Sinic,domestic_active,112.34408602150538,early
alpha,0.047947012075296815,5561.0962925352,-0.021273668177920847,Sinic,domestic_active,112.34408602150538,early
d,0.00812314178621324,5443.965425160456,-2.1270805663587447,Sinic,domestic_active,112.34408602150538,early
r,0.0047149299600732775,5006.969839639602,1.010101010085576,Sinic,domestic_PIs,112.34408602150538,early
I0,23.3714369853963,5006.469142656402,0.9999999999999938,Sinic,domestic_PIs,112.34408602150538,early
h_D,0.07335144134298908,4963.575442929586,0.1346668582261896,Sinic,domestic_PIs,112.34408602150538,early
p_D,0.16282313569128026,4960.621106458342,0.07506637431363404,Sinic,domestic_PIs,112.34408602150538,early
beta,0.09382696385929304,4958.802887634473,0.038385812428993096,Sinic,domestic_PIs,112.34408602150538,early
h_A,0.19938114687275008,4958.118717828213,0.024583440245473744,Sinic,domestic_PIs,112.34408602150538,early
alpha,0.047947012075296815,4957.219461096462,0.0064419262724653235,Sinic,domestic_PIs,112.34408602150538,early
p_A,0.22214696734501363,4957.198800487776,0.006025121251239998,Sinic,domestic_PIs,112.34408602150538,early
d,0.00812314178621324,4845.912535094807,-2.239052693954471,Sinic,domestic_PIs,112.34408602150538,early
r,0.007144277118868558,3188.9842837393176,1.0101010100509602,United States,domestic_active,132.49329758713137,early
I0,20.531490167359546,3188.665385312523,0.999999999999984,United States,domestic_active,132.49329758713137,early
h_D,0.16544450256080842,3163.142726110122,0.19157758248443552,United States,domestic_active,132.49329758713137,early
beta,0.024869662573882727,3162.5334076923796,0.172277608120407,United States,domestic_active,132.49329758713137,early
p_D,0.20168607171970238,3158.4047572406007,0.041503868878151655,United States,domestic_active,132.49329758713137,early
h_A,0.20003817860885348,3157.4649767423666,0.011736609272032872,United States,domestic_active,132.49329758713137,early
p_A,0.20606949689055445,3157.1511161895055,0.0017951723357562553,United States,domestic_active,132.49329758713137,early
alpha,0.09634630846252634,3152.2330646008754,-0.1539826062733196,United States,domestic_active,132.49329758713137,early
d,0.01150078718801812,3087.0799010050932,-2.21768911918767,United States,domestic_active,132.49329758713137,early
r,0.007144277118868558,2902.865973819567,1.0101010100509606,United States,domestic_PIs,132.49329758713137,early
I0,20.531490167359546,2902.575687223623,0.9999999999999899,United States,domestic_PIs,132.49329758713137,early
h_D,0.16544450256080842,2880.1418222244924,0.21937595808930804,United States,domestic_PIs,132.49329758713137,early
beta,0.024869662573882727,2878.8816075056643,0.17552466864252378,United States,domestic_PIs,132.49329758713137,early
p_D,0.20168607171970238,2876.2228214240713,0.0830077377583698,United States,domestic_PIs,132.49329758713137,early
h_A,0.20003817860885348,2874.2687662363833,0.015013102915524585,United States,domestic_PIs,132.49329758713137,early
p_A,0.20606949689055445,2873.940494747672,0.0035903446715997776,United States,domestic_PIs,132.49329758713137,early
alpha,0.09634630846252634,2870.0270615441414,-0.13258414176691072,United States,domestic_PIs,132.49329758713137,early
d,0.01150078718801812,2807.30284445583,-2.3151787090008007,United States,domestic_PIs,132.49329758713137,early
r,0.00708922734997941,1098.0998683142138,1.0101010100757026,Anglosphere ex-US,domestic_active,119.77848101265822,late
I0,6.7589662701007,1097.9900583276574,0.999999999999988,Anglosphere ex-US,domestic_active,119.77848101265822,late
beta,0.05500463369192721,1088.8709631909971,0.16116853534583883,Anglosphere ex-US,domestic_active,119.77848101265822,late
h_D,0.09981346202722147,1088.3053938179457,0.10914392342431134,Anglosphere ex-US,domestic_active,119.77848101265822,late
p_D,0.09241962407465937,1087.8699119753937,0.06908557702658158,Anglosphere ex-US,domestic_active,119.77848101265822,late
h_A,0.2699355311691715,1087.4171004655236,0.027433139329159344,Anglosphere ex-US,domestic_active,119.77848101265822,late
p_A,0.13862943611198905,1087.251400017952,0.012190974723197582,Anglosphere ex-US,domestic_active,119.77848101265822,late
alpha,0.1399584424586368,1086.401807574706,-0.06595985744237952,Anglosphere ex-US,domestic_active,119.77848101265822,late
d,0.011148371970119513,1062.5025048540388,-2.2643673534664184,Anglosphere ex-US,domestic_active,119.77848101265822,late
r,0.00708922734997941,963.044111784098,1.0101010100757035,Anglosphere ex-US,domestic_PIs,119.77848101265822,late
I0,6.7589662701007,962.9478073731608,0.9999999999999903,Anglosphere ex-US,domestic_PIs,119.77848101265822,late
beta,0.05500463369192721,954.8546136096912,0.15113512502794157,Anglosphere ex-US,domestic_PIs,119.77848101265822,late
p_D,0.09241962407465937,954.7310133381726,0.13817115405485686,Anglosphere ex-US,domestic_PIs,119.77848101265822,late
h_D,0.09981346202722147,954.5354193488932,0.11765603084054141,Anglosphere ex-US,domestic_PIs,119.77848101265822,late
h_A,0.2699355311691715,953.7607874961561,0.036407788176305265,Anglosphere ex-US,domestic_PIs,119.77848101265822,late
p_A,0.13862943611198905,953.6461315056957,0.024381949446696936,Anglosphere ex-US,domestic_PIs,119.77848101265822,late
alpha,0.1399584424586368,953.2209925763497,-0.020209285441814506,Anglosphere ex-US,domestic_PIs,119.77848101265822,late
d,0.011148371970119513,930.5625129660579,-2.3967726081023875,Anglosphere ex-US,domestic_PIs,119.77848101265822,late
r,0.00781737010447614,3664.1662849016298,1.0101010100962795,Continental Europe,domestic_active,129.0692124105012,late
I0,23.496874732154385,3663.7998682733114,1.0000000000000062,Continental Europe,domestic_active,129.0692124105012,late
h_D,0.108924426495783,3631.789495817655,0.11756980887032624,Continental Europe,domestic_active,129.0692124105012,late
p_D,0.08181531109934688,3631.257544582716,0.10290550496168008,Continental Europe,domestic_active,129.0692124105012,late
beta,0.06190392084062235,3631.037824007217,0.09684846611586632,Continental Europe,domestic_active,129.0692124105012,late
h_A,0.2506666961907643,3628.136792918851,0.016875719115619685,Continental Europe,domestic_active,129.0692124105012,late
p_A,0.10876112127685839,3627.8940236231224,0.010183296016610067,Continental Europe,domestic_active,129.0692124105012,late
alpha,0.07041688254345535,3625.5412259722307,-0.05467629546867913,Continental Europe,domestic_active,129.0692124105012,late
d,0.012116043369588093,3546.221932782657,-2.24127187933787,Continental Europe,domestic_active,129.0692124105012,late
r,0.00781737010447614,3036.0871474494065,1.0101010100962757,Continental Europe,domestic_PIs,129.0692124105012,late
I0,23.496874732154385,3035.783538734804,1.0000000000000075,Continental Europe,domestic_PIs,129.0692124105012,late
p_D,0.08181531109934688,3011.9123915791833,0.20581100992382423,Continental Europe,domestic_PIs,129.0692124105012,late
h_D,0.108924426495783,3010.261452711458,0.15088455567808923,Continental Europe,domestic_PIs,129.0692124105012,late
beta,0.06190392084062235,3008.3470595770286,0.08719302296165049,Continental Europe,domestic_PIs,129.0692124105012,late
h_A,0.2506666961907643,3006.500443143186,0.025756409501451485,Continental Europe,domestic_PIs,129.0692124105012,late
p_A,0.10876112127685839,3006.338439983317,0.020366592033241766,Continental Europe,domestic_PIs,129.0692124105012,late
alpha,0.07041688254345535,3005.2594454165855,-0.015531372972954824,Continental Europe,domestic_PIs,129.0692124105012,late
d,0.012116043369588093,2932.899367495788,-2.42293881054224,Continental Europe,domestic_PIs,129.0692124105012,late
r,0.0035064409182723466,6238.65765398556,1.0101010100278187,Hindu,domestic_active,66.04072398190046,late
I0,19.652862349091038,6238.03378822468,0.9999999999999887,Hindu,domestic_active,66.04072398190046,late
h_D,0.08305463433468924,6180.404250848737,0.06692020714000742,Hindu,domestic_active,66.04072398190046,late
p_D,0.14267107756641806,6178.539258324777,0.036724114698893986,Hindu,domestic_active,66.04072398190046,late
beta,0.09650808960435872,6177.758272364571,0.024079171651346452,Hindu,domestic_active,66.04072398190046,late
h_A,0.24323876863191413,6176.652556341286,0.006176524416157445,Hindu,domestic_active,66.04072398190046,late
p_A,0.1500861199070997,6176.395055109382,0.0020073221794864593,Hindu,domestic_active,66.04072398190046,late
alpha,0.02984137190816424,6175.540698990143,-0.011825557053395943,Hindu,domestic_active,66.04072398190046,late
d,0.006259620139117381,6047.73363937186,-2.0811495555565087,Hindu,domestic_active,66.04072398190046,late
r,0.0035064409182723466,5661.403277981256,1.0101010100278156,Hindu,domestic_PIs,66.04072398190046,late
I0,19.652862349091038,5660.837137657559,0.99999999999998,Hindu,domestic_PIs,66.04072398190046,late
h_D,0.08305463433468924,5610.899784239515,0.10902352910481009,Hindu,domestic_PIs,66.04072398190046,late
p_D,0.14267107756641806,5608.905863667734,0.0734482294004247,Hindu,domestic_PIs,66.04072398190046,late
beta,0.09650808960435872,5605.849458358558,0.01891620017577095,Hindu,domestic_PIs,66.04072398190046,late
h_A,0.24323876863191413,5605.383670230702,0.010605662393199844,Hindu,domestic_PIs,66.04072398190046,late
p_A,0.1500861199070997,5605.014257560777,0.0040146443591012465,Hindu,domestic_PIs,66.04072398190046,late
alpha,0.02984137190816424,5604.966908567901,0.003169849116946039,Hindu,domestic_PIs,66.04072398190046,late
d,0.006259620139117381,5482.891229063123,-2.1748902734684714,Hindu,domestic_PIs,66.04072398190046,late
r,0.004970176397591786,4027.506119317938,1.010101010093656,Islamic,domestic_active,126.52032520325203,late
I0,17.219350790883407,4027.1033687063,1.0000000000000124,Islamic,domestic_active,126.52032520325203,late
h_D,0.07406295684753222,3991.321993278051,0.10260090507335456,Islamic,domestic_active,126.52032520325203,late
p_D,0.11451009980495554,3989.505313277758,0.057038459009657136,Islamic,domestic_active,126.52032520325203,late
beta,0.07339691750802005,3989.4241246799475,0.055002243986575376,Islamic,domestic_active,126.52032520325203,late
h_A,0.15912070947661092,3987.8319951487683,0.015071537489525605,Islamic,domestic_active,126.52032520325203,late
p_A,0.10387630786977,3987.407414753011,0.004423035068473117,Islamic,domestic_active,126.52032520325203,late
alpha,0.041885738046817673,3985.972360641722,-0.03156821024360091,Islamic,domestic_active,126.52032520325203,late
d,0.008307318553942428,3901.2208988541047,-2.157140080850735,Islamic,domestic_active,126.52032520325203,late
r,0.004970176397591786,3499.530446335104,1.0101010100936565,Islamic,domestic_PIs,126.52032520325203,late
I0,17.219350790883407,3499.1804932907257,1.0000000000000147,Islamic,domestic_PIs,126.52032520325203,late
h_D,0.07406295684753222,3469.827014893787,0.15274410000419952,Islamic,domestic_PIs,126.52032520325203,late
p_D,0.11451009980495554,3468.4873767855643,0.11407691801975978,Islamic,domestic_PIs,126.52032520325203,late
beta,0.07339691750802005,3466.112300978028,0.045522964595207605,Islamic,domestic_PIs,126.52032520325203,late
h_A,0.15912070947661092,3465.3727637768557,0.024177035895150373,Islamic,domestic_PIs,126.52032520325203,late
p_A,0.10387630786977,3464.841617080575,0.008846070136963239,Islamic,domestic_PIs,126.52032520325203,late
alpha,0.041885738046817673,3464.3755570851863,-0.0046062395179700625,Islamic,domestic_PIs,126.52032520325203,late
d,0.008307318553942428,3385.087492275459,-2.293169107634385,Islamic,domestic_PIs,126.52032520325203,late
r,0.014736614204821308,1012.3250440439076,1.0101010100756849,Japanese,domestic_active,50.47533632286996,late
I0,9.665621783702742,1012.2238115397572,1.0000000000000202,Japanese,domestic_active,50.47533632286996,late
h_D,0.053110399245658246,1004.5614303564316,0.2354452733742407,Japanese,domestic_active,50.47533632286996,late
p_D,0.06656858867407514,1004.0174846640505,0.18117020663092187,Japanese,domestic_active,50.47533632286996,late
beta,0.048550781578170076,1003.5399846946405,0.13352511434935416,Japanese,domestic_active,50.47533632286996,late
h_A,0.1832921335991784,1002.4923951009547,0.02899630584275277,Japanese,domestic_active,50.47533632286996,late
p_A,0.040409053571354374,1002.3605137246703,0.015837141977146894,Japanese,domestic_active,50.47533632286996,late
alpha,0.03521818227786782,1001.4217294426904,-0.07783503941101678,Japanese,domestic_active,50.47533632286996,late
d,0.017471851661246533,977.5696896832467,-2.4577988263123083,Japanese,domestic_active,50.47533632286996,late
r,0.014736614204821308,662.5167892047747,1.010101010075699,Japanese,domestic_PIs,50.47533632286996,late
I0,9.665621783702742,662.4505375260204,1.0000000000000322,Japanese,domestic_PIs,50.47533632286996,late
p_D,0.06656858867407514,658.2681817241355,0.3623404132663072,Japanese,domestic_PIs,50.47533632286996,late
h_D,0.053110399245658246,658.250505766977,0.35964546236525,Japanese,domestic_PIs,50.47533632286996,late
beta,0.048550781578170076,656.7222610928242,0.12664284051535796,Japanese,domestic_PIs,50.47533632286996,late
h_A,0.1832921335991784,656.2029991747368,0.047473980719892395,Japanese,domestic_PIs,50.47533632286996,late
p_A,0.040409053571354374,656.099370287461,0.031674283954705604,Japanese,domestic_PIs,50.47533632286996,late
alpha,0.03521818227786782,655.840911536141,-0.007731426214713693,Japanese,domestic_PIs,50.47533632286996,late
d,0.017471851661246533,637.1869539830307,-2.851792387958805,Japanese,domestic_PIs,50.47533632286996,late
r,0.007913875421081684,2541.752755495562,1.0101010100728405,Other Civilizations,domestic_active,104.59615384615385,late
I0,15.771448178436533,2541.498580220721,1.0000000000000038,Other Civilizations,domestic_active,104.59615384615385,late
h_D,0.05627512524369449,2520.3963844708774,0.16139171301480268,Other Civilizations,domestic_active,104.59615384615385,late
beta,0.06061358035703156,2518.685164107352,0.09338724586257931,Other Civilizations,domestic_active,104.59615384615385,late
p_D,0.09701914884045615,2518.5216708805556,0.08688997057981117,Other Civilizations,domestic_active,104.59615384615385,late
h_A,0.1431415380378753,2517.032183583231,0.02769724932449758,Other Civilizations,domestic_active,104.59615384615385,late
p_A,0.1115984289047781,2516.532757488879,0.007849890005811004,Other Civilizations,domestic_active,104.59615384615385,late
alpha,0.03928705558684497,2515.103776504412,-0.04893829022547938,Other Civilizations,domestic_active,104.59615384615385,late
d,0.011706723961980697,2459.012855144186,-2.278010185630926,Other Civilizations,domestic_active,104.59615384615385,late
r,0.007913875421081684,2013.015733468916,1.0101010100728296,Other Civilizations,domestic_PIs,104.59615384615385,late
I0,15.771448178436533,2012.8144318961306,0.9999999999999923,Other Civilizations,domestic_PIs,104.59615384615385,late
