rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold,period
p_A,0.05406201441442192,0.001,5.406201441442192e-05,929.6909980074778,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,936.4264987365121,112.34408602150538,late
d,0.004117109564095658,4.240961760656633,0.017460504225763385,112.34408602150538,True,-1,crossing_found,Sinic,domestic_active,936.4264987365121,112.34408602150538,late
r,0.0022451653387633996,0.001,2.2451653387634e-06,468.44747311494024,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,936.4264987365121,112.34408602150538,late
I0,1.9842838426286562,0.11997106678750266,0.23805664940936494,112.34408602150538,True,1,crossing_found,Sinic,domestic_active,936.4264987365121,112.34408602150538,late
alpha,0.17160323619685972,0.001,0.00017160323619685972,878.1288455208545,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,936.4264987365121,112.34408602150538,late
beta,0.1203972804325936,0.001,0.0001203972804325936,197.13346696334273,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,936.4264987365121,112.34408602150538,late
h_D,0.08664339756999316,0.001,8.664339756999317e-05,825.6845740459755,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,936.4264987365121,112.34408602150538,late
h_A,0.20117973905426256,0.001,0.00020117973905426256,781.3241176739674,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,936.4264987365121,112.34408602150538,late
p_D,0.09241962407465937,0.0032291513594792202,0.00029843695472324476,112.34408602150538,True,1,crossing_found,Sinic,domestic_PIs,936.4264987365121,112.34408602150538,late
p_A,0.05406201441442192,0.001,5.406201441442192e-05,871.0890075260214,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,936.4264987365121,112.34408602150538,late
d,0.004117109564095658,3.5901100826076457,0.014780876557260191,112.34408602150538,True,-1,crossing_found,Sinic,domestic_PIs,936.4264987365121,112.34408602150538,late
r,0.0022451653387633996,0.001,2.2451653387634e-06,442.12255697826856,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,936.4264987365121,112.34408602150538,late
I0,1.9842838426286562,0.12711439892959756,0.2522310479614538,112.34408602150538,True,1,crossing_found,Sinic,domestic_PIs,936.4264987365121,112.34408602150538,late
