pop1,pop2,region1,region2,nean_corr,deni_corr,geo_dist_km
Adygei,BEB,EUROPE,CENTRAL_SOUTH_ASIA,0.608509953785532,0.49919128035026256,5085.050705165719
Adygei,Balochi,EUROPE,CENTRAL_SOUTH_ASIA,0.7615266105894206,0.6560231707328488,2979.070254720131
Adygei,Basque,EUROPE,EUROPE,0.7356596932141659,0.6010514388647837,3340.3504852890997
Adygei,Bedouin,EUROPE,MIDDLE_EAST,0.7623077368225016,0.5993661936276614,1671.0888600693415
Adygei,BergamoItalian,EUROPE,EUROPE,0.7278747245945362,0.5656285640645125,2367.7392282941028
Adygei,Bougainville,EUROPE,OCEANIA,0.12749589227642472,-0.10436987129643202,12497.576490473142
Adygei,Brahui,EUROPE,CENTRAL_SOUTH_ASIA,0.7439252120381331,0.6397722418654749,2944.5283311730313
Adygei,Burusho,EUROPE,CENTRAL_SOUTH_ASIA,0.6901118147685589,0.5887298546395419,3042.6606841877415
Adygei,CDX,EUROPE,EAST_ASIA,0.3008304187077292,0.31955073496955744,5961.603325783666
Adygei,CEU,EUROPE,EUROPE,0.8251218815282007,0.7369667619310017,2469.484488874899
Adygei,CHB,EUROPE,EAST_ASIA,0.32935906238546075,0.299300757173574,6079.195425119666
Adygei,CHS,EUROPE,EAST_ASIA,0.3135083375388868,0.30720573359135805,6936.957870234296
Adygei,CLM,EUROPE,AMERICA,0.7739135365731448,0.6073940450019523,11504.650474292046
Adygei,Cambodian,EUROPE,EAST_ASIA,0.27391459016191144,0.07278846955851194,7139.499405384067
Adygei,Colombian,EUROPE,AMERICA,0.2885668007536837,0.06714877989214767,11868.862853510469
Adygei,Dai,EUROPE,EAST_ASIA,0.23884151159238828,0.06985913933464144,6033.328912264244
Adygei,Daur,EUROPE,EAST_ASIA,0.2910589109821489,0.11369750182879851,6109.68990663071
Adygei,Druze,EUROPE,MIDDLE_EAST,0.7946612187494205,0.6678512133133988,1390.0184762011968
Adygei,FIN,EUROPE,EUROPE,0.7943081599499305,0.6615681341093885,2082.7816083525504
Adygei,French,EUROPE,EUROPE,0.7817379037455464,0.6665985025713598,2951.0940951594393
Adygei,GBR,EUROPE,EUROPE,0.8095534407970565,0.7164552506281259,3041.8394956941547
Adygei,GIH,EUROPE,CENTRAL_SOUTH_ASIA,0.6616157006844089,0.49305688282187726,3804.010726530068
Adygei,Han,EUROPE,EAST_ASIA,0.2907545782114483,0.26332204537748494,6079.195425119666
Adygei,Hazara,EUROPE,CENTRAL_SOUTH_ASIA,0.5752350888655673,0.479087611523497,2553.6386894122875
Adygei,Hezhen,EUROPE,EAST_ASIA,0.27286349665395676,0.043011851852777803,6659.465060871265
