Definition,Label,n,Events,twin_OR,twin_CI_lower,twin_CI_upper,twin_P,AIC,reduced_model
A,Primary: any IONV,3153,556,0.9241939941857013,0.67444671997809,1.2664225558346065,0.6238059408791594,2918.2585577090667,False
B,Secondary: before delivery,3153,58,0.8171784715566838,0.30987624237042544,2.1549914548707294,0.6832123075090119,584.4915462337328,False
C,Post-delivery only,3153,498,0.9423574948402398,0.6798995994214221,1.306130565214733,0.7214925922940474,2742.4578309716376,False
D,Severe (≥2 drugs),3153,35,1.1612719683092583,0.39353957854369587,3.4267267078224135,0.7865335000734165,395.9396550938694,False
E,5-HT3 antagonist,3153,33,3.182389476111665,1.3762716424945478,7.358723717731762,0.006795196123716397,369.7138586357363,True
F,Excl. dexamethasone-only,3153,555,0.9258260227145134,0.6756009813110869,1.268727914918007,0.6316513256380629,2914.4045480896593,False
G,Drug count (Poisson),3153,597,1.0244465730744987,0.7846656201391524,1.3375006552446733,0.8590929767053117,3215.1515315196775,
