Stratum,n,Events,singleton_rate,twin_rate,twin_OR,twin_CI_lower,twin_CI_upper,twin_P
Hypotension (+),1638,305,18.77496671105193,18.543046357615893,0.9593949484225094,0.6121130062910415,1.5037070893752393,0.8565309432523132
Hypotension (−),1515,251,16.530156366344006,15.706806282722512,0.8792263009647986,0.5636890805595172,1.371392341928861,0.5703797111889737
