dataset,source,k,k_lo,k_hi,lam,r2,aic_weibull,aic_expo,aic_lognorm,n_points,hazard_pattern
Ethiopia,"PMC10290796 Fig.1a (competing-risk CIF, 6 mo)",1.6782389948679808,1.2926259166920684,1.9518765981584496,21.50724297294984,0.978169504988135,-122.8084909172903,-105.72262255467774,-117.73377115859915,12,IFR (k>1)
China,"PMC10167013 Fig.3 (All-TB KM retention, 12 mo)",0.43855474989289006,0.42950394396491187,0.50377636233749,957.2869392120938,0.9199851790842318,-224.35516697950032,-173.18704273632213,-228.32518281783217,24,DFR (k<1)
