rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold
alpha,0.05944582398978874,20.0,1.1889164797957747,1373.3633543653787,False,-1,no_crossing_in_scanned_range,China,domestic_active,1640.887040867042,92.01793721973095
beta,0.010536051565782628,0.001,1.0536051565782628e-05,869.7617916361085,False,1,no_crossing_in_scanned_range,China,domestic_active,1640.887040867042,92.01793721973095
h_D,0.11172723450276206,0.001,0.00011172723450276207,1308.4374306033762,False,1,no_crossing_in_scanned_range,China,domestic_active,1640.887040867042,92.01793721973095
h_A,0.20117973905426256,0.001,0.00020117973905426256,1558.2720999950873,False,1,no_crossing_in_scanned_range,China,domestic_active,1640.887040867042,92.01793721973095
p_D,0.08351753123302454,0.001,8.351753123302454e-05,945.1358362840609,False,1,no_crossing_in_scanned_range,China,domestic_active,1640.887040867042,92.01793721973095
p_A,0.039185777660141266,0.001,3.9185777660141264e-05,1632.6239612332802,False,1,no_crossing_in_scanned_range,China,domestic_active,1640.887040867042,92.01793721973095
d,0.0018834195375378522,7.963867018841608,0.014999302737639615,92.01793721973095,True,-1,crossing_found,China,domestic_active,1640.887040867042,92.01793721973095
r,0.001023627582753761,0.001,1.0236275827537612e-06,820.8539474116453,False,1,no_crossing_in_scanned_range,China,domestic_active,1640.887040867042,92.01793721973095
I0,1.6317044097881053,0.05607816682561453,0.09150299210218826,92.01793721973095,True,1,crossing_found,China,domestic_active,1640.887040867042,92.01793721973095
alpha,0.05944582398978874,20.0,1.1889164797957747,1361.2391143250982,False,-1,no_crossing_in_scanned_range,China,domestic_PIs,1640.887040867042,92.01793721973095
beta,0.010536051565782628,0.001,1.0536051565782628e-05,836.5725687678533,False,1,no_crossing_in_scanned_range,China,domestic_PIs,1640.887040867042,92.01793721973095
h_D,0.11172723450276206,0.001,0.00011172723450276207,1251.9167695249896,False,1,no_crossing_in_scanned_range,China,domestic_PIs,1640.887040867042,92.01793721973095
h_A,0.20117973905426256,0.001,0.00020117973905426256,1499.0039793167261,False,1,no_crossing_in_scanned_range,China,domestic_PIs,1640.887040867042,92.01793721973095
p_D,0.08351753123302454,0.001,8.351753123302454e-05,242.26490663221549,False,1,no_crossing_in_scanned_range,China,domestic_PIs,1640.887040867042,92.01793721973095
p_A,0.039185777660141266,0.001,3.9185777660141264e-05,1577.9867213358702,False,1,no_crossing_in_scanned_range,China,domestic_PIs,1640.887040867042,92.01793721973095
d,0.0018834195375378522,6.630713338845734,0.0124884150501949,92.01793721973095,True,-1,crossing_found,China,domestic_PIs,1640.887040867042,92.01793721973095
