group,I0,r,epsilon,r_obs,r_critical,c_bar,k_groups_observed,k_used,M_threshold,T_equilibrium,D_eq,A_eq,H_D_eq,H_A_eq,P_D_eq,P_A_eq,margin_to_threshold_T,P_D_equilibrium
China,1.750394740296783,0.0009540761370772088,0.0,0.11764705882352941,0.0019081522741544177,4.6008968609865475,20,20,92.01793721973095,1915.8899442566378,22.963658546201493,68.89097563860449,58.27738083905677,-0.0,1834.6489048713795,-0.0,1823.8720070369068,1834.6489048713795
India,1.5765567214762888,0.0010616884219416534,0.0,0.1443850267379679,0.0021233768438833067,3.1064814814814814,20,20,62.129629629629626,1571.1795344389425,15.400564880267602,46.2016946408028,70.82661581891405,-0.0,1484.9523537397608,-0.0,1509.049904809313,1484.9523537397608
Israel,1.252674439285369,0.004604800863717173,0.0,0.14379084967320263,0.009209601727434347,3.7853658536585364,14,14,52.99512195121951,336.7552173357818,7.805890410815904,0.44460905915889065,56.9127120391162,0.3204727848449102,272.0366148858497,0.20013439156228652,283.7600953845623,272.0366148858497
Japan,1.2906667134610978,0.012109799242125519,0.0,0.1411764705882353,0.024219598484251037,4.20627802690583,12,12,50.47533632286996,168.86083440696314,18.365746850678715,8.236461133968584,43.91473163050411,-0.0,106.58035592578032,-0.0,118.38549808409317,106.58035592578032
United Kingdom of Great Britain and Northern Ireland,0.9871145803863328,0.0016106774517083977,0.0,0.125,0.0032213549034167954,5.57396449704142,15,15,83.6094674556213,649.9777518608519,8.076130557387305,1.1280386717813597,29.044851547150113,3.836532716561341,612.8567697563144,2.3158833901515776,566.3682844052306,612.8567697563144
United States of America,2.20932359708267,0.004239702498807674,0.0,0.11470588235294117,0.008479404997615347,4.7319034852546915,28,28,132.49329758713137,609.2785703521619,13.091597177131355,0.5895214969258702,75.08352366714844,1.0822731530259486,521.103449507882,0.6123906586739046,476.7852727650305,521.103449507882
