rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold
r,0.001023627582753761,1657.4616574412762,1.0101010100900145,China,domestic_active,92.01793721973095
I0,1.6317044097881053,1657.2959112757126,1.0000000000000053,China,domestic_active,92.01793721973095
beta,0.010536051565782628,1642.3973410229157,0.09204168954101953,China,domestic_active,92.01793721973095
h_D,0.11172723450276206,1642.1612819480931,0.0776556246295755,China,domestic_active,92.01793721973095
p_D,0.08351753123302454,1641.1628744613133,0.016810029417107953,China,domestic_active,92.01793721973095
h_A,0.20117973905426256,1640.9232348133244,0.0022057548984715843,China,domestic_active,92.01793721973095
p_A,0.039185777660141266,1640.906959810042,0.0012139131155224536,China,domestic_active,92.01793721973095
alpha,0.05944582398978874,1639.7804652542877,-0.06743764715026503,China,domestic_active,92.01793721973095
d,0.0018834195375378522,1606.7517173954932,-2.080296974830871,China,domestic_active,92.01793721973095
r,0.001023627582753761,1610.1424973928008,1.0101010100900039,China,domestic_PIs,92.01793721973095
I0,1.6317044097881053,1609.981483143237,1.0000000000000049,China,domestic_PIs,92.01793721973095
beta,0.010536051565782628,1595.5030842219744,0.09171732323742661,China,domestic_PIs,92.01793721973095
h_D,0.11172723450276206,1595.3523954830976,0.08226407002556467,China,domestic_PIs,92.01793721973095
p_D,0.08351753123302454,1594.5769899654376,0.03362005883436003,China,domestic_PIs,92.01793721973095
h_A,0.20117973905426256,1594.0827085614471,0.002611986800155845,China,domestic_PIs,92.01793721973095
p_A,0.039185777660141266,1594.0797729663363,0.002427826231047696,China,domestic_PIs,92.01793721973095
alpha,0.05944582398978874,1593.0781185483183,-0.06040960219844312,China,domestic_PIs,92.01793721973095
d,0.0018834195375378522,1560.4122797762775,-2.1096565969743435,China,domestic_PIs,92.01793721973095
r,0.0010374960213539453,1610.2338294573663,1.0101010099943095,India,domestic_active,62.129629629629626
I0,1.5768228378827536,1610.0728060761214,1.0000000000000082,India,domestic_active,62.129629629629626
p_D,0.046209812037329684,1594.7222992782033,0.03706144173183657,India,domestic_active,62.129629629629626
h_D,0.17838954445501823,1594.6164876646003,0.030423870478180678,India,domestic_active,62.129629629629626
beta,0.01823215567939546,1594.5303243451287,0.025018838336910328,India,domestic_active,62.129629629629626
p_A,0.027031007207210953,1594.152342398713,0.0013079996444494695,India,domestic_active,62.129629629629626
h_A,0.2239699336535069,1594.1413777118896,0.0006201839351324164,India,domestic_active,62.129629629629626
alpha,0.03154033327308807,1593.7890976780404,-0.021478371660921387,India,domestic_active,62.129629629629626
d,0.0019495177672927812,1561.7411901228234,-2.0318462574246494,India,domestic_active,62.129629629629626
r,0.0010374960213539453,1535.1869388847251,1.0101010099943084,India,domestic_PIs,62.129629629629626
I0,1.5768228378827536,1535.0334201924582,0.9999999999999982,India,domestic_PIs,62.129629629629626
p_D,0.046209812037329684,1520.9616150749457,0.07412288346753611,India,domestic_PIs,62.129629629629626
h_D,0.17838954445501823,1520.3811317037175,0.03592904369648031,India,domestic_PIs,62.129629629629626
beta,0.01823215567939546,1520.1985591195357,0.02391638601763335,India,domestic_PIs,62.129629629629626
p_A,0.027031007207210953,1519.8748283720959,0.0026159992890322256,India,domestic_PIs,62.129629629629626
h_A,0.2239699336535069,1519.8493383262573,0.0009388406058238126,India,domestic_PIs,62.129629629629626
alpha,0.03154033327308807,1519.5676792393847,-0.01759337335116681,India,domestic_PIs,62.129629629629626
d,0.0019495177672927812,1488.2491297343824,-2.0782478570878373,India,domestic_PIs,62.129629629629626
r,0.00888119699152412,191.84491784039113,1.0101010100810384,Israel,domestic_active,52.99512195121951
I0,1.2730104035468712,191.8257333486451,1.0000000000000344,Israel,domestic_active,52.99512195121951
h_D,0.20117973905426256,190.66678934224825,0.38979331603373363,Israel,domestic_active,52.99512195121951
beta,0.006062462181643485,190.5221544559777,0.31364021989633817,Israel,domestic_active,52.99512195121951
p_D,0.027031007207210953,190.31308488866244,0.20356100408819594,Israel,domestic_active,52.99512195121951
p_A,0.046209812037329684,189.95482361631903,0.014929437952493,Israel,domestic_active,52.99512195121951
h_A,0.26750827043703385,189.9452474686766,0.00988740894521697,Israel,domestic_active,52.99512195121951
alpha,0.1702752079219969,189.21787392423144,-0.3730889869038117,Israel,domestic_active,52.99512195121951
d,0.009686299285820989,185.18473534542687,-2.4966153217094997,Israel,domestic_active,52.99512195121951
r,0.00888119699152412,144.78556164146895,1.0101010100810284,Israel,domestic_PIs,52.99512195121951
I0,1.2730104035468712,144.77108308533346,1.0000000000000153,Israel,domestic_PIs,52.99512195121951
p_D,0.027031007207210953,143.9212653723316,0.40712200818036126,Israel,domestic_PIs,52.99512195121951
h_D,0.20117973905426256,143.8705896727586,0.37176794749508435,Israel,domestic_PIs,52.99512195121951
beta,0.006062462181643485,143.8244159023044,0.33955467177395404,Israel,domestic_PIs,52.99512195121951
p_A,0.046209812037329684,143.38050505285008,0.02985887590525759,Israel,domestic_PIs,52.99512195121951
h_A,0.26750827043703385,143.35610984670362,0.012839483853457567,Israel,domestic_PIs,52.99512195121951
alpha,0.1702752079219969,142.8792962080216,-0.31981104607659444,Israel,domestic_PIs,52.99512195121951
d,0.009686299285820989,139.3626698421824,-2.773196455512276,Israel,domestic_PIs,52.99512195121951
r,0.010541025448219443,162.9654731468966,1.0101010100747863,Japan,domestic_active,50.47533632286996
I0,1.1887073925766292,162.94917659962422,0.9999999999999976,Japan,domestic_active,50.47533632286996
h_D,0.08664339756999316,161.7096356903632,0.23170135346573761,Japan,domestic_active,50.47533632286996
