Variable,OR,95% CI lower,95% CI upper,P-value
twin,3.182389476111665,1.3762716424945478,7.358723717731762,0.006795196123716397
年齢(歳),1.0706094041492116,0.9983840483010546,1.1480597052839745,0.05554592644875494
BMI,1.0080349289308297,0.9987984058847479,1.0173568679702474,0.08838745225932296
GA_weeks,1.0151230512404992,0.8905043861916921,1.1571810595641454,0.8222828165757534
emergency,1.0402354618104426,0.49902287660923933,2.1684172544564864,0.9161737112991852
hypotension,1.3436483160797654,0.6616414945343356,2.7286541310028123,0.4137898594998939
