Variable,OR,95% CI lower,95% CI upper,P-value
twin,3.482571231562402,0.805395236205961,15.058820610908775,0.09486753598012612
年齢(歳),0.9837997469904232,0.8615225968970217,1.1234318701150792,0.8094024820268554
BMI,1.0057225164458,0.9786024478965225,1.0335941650873797,0.6824448743519509
GA_weeks,0.9738267562290467,0.6636854333716313,1.4288976425621864,0.8921592745898007
emergency,0.15508706127564267,0.016210028074112082,1.4837726662254658,0.1057677564693786
hypotension,1.0762249049581358,0.28371472066068054,4.082481315579724,0.9140032009821172
